gene,glioma_mean,cohens_d,dep_fdr,glioma_dep_fraction,pan_ess_fraction,is_common_essential,archetype,sl_effect,sl_n_contexts,sl_best_context,sl_context_type,is_SL_partner_of_lost_TSG,lost_TSG_partner,sc_malignant_specificity,sc_tme_dominated_flag,sc_malignant_mean,sc_measured,sc_compartment,sc_specificity_tier,tcga_vs_normal_log2fc,tcga_pct_over_normal,tcga_gbm_median_log2tpm,safety_composite,safety_vital_organ,safety_brain_bulk,safety_brain_neuron,gtex_brain_max,lake_neuron_max,cns_high_risk,vital_high_risk,min_subgroup_n,tractability_score,novelty_score,has_inhibitor_moa,chembl_action_types,chembl_n_potent,dgidb_n_drugs,ot_drug_count,ot_sm_approved_drug,uniprot_kinase,uniprot_enzyme,uniprot_membrane,uniprot_loc,f_dep_selectivity,f_dep_breadth,f_pan_ess_penalty,f_sl_strength,f_sl_breadth,f_sc_specificity,f_sc_tme_penalty,f_tumor_enrichment,f_tumor_prevalence,f_safety,f_tractability,f_novelty,cat_dependency,cat_selectivity,cat_synthetic_lethality,cat_tumor_specificity,cat_tumor_enrichment,cat_therapeutic_window,cat_tractability,baseline_composite,expert_composite,novelty_tier,novelty_corrected,is_dependency_poscontrol,rank_full,sl_effect_v1,sl_n_contexts_v1,sl_expr_partner,sl_expr_cohens_d,sl_expr_reported,expert_composite_v1,sl_source,rank_all,is_gbm_oncogene_control
ALG1,-0.9999628164831864,-0.6772558112775787,1.1122660899755931e-06,0.9583333333333334,0.8455008488964346,True,pan-glioma-dep,0.0,0,,,False,,-0.0050169302199557,False,0.0517839704088161,True,tumor-cell-expressed,not-TME-dominated-weak,1.69895,0.954248366013072,4.4868,0.7714958775029447,0.8268551236749117,0.823321554770318,0.6643109540636043,8.80251,0.0743940001972073,False,False,69,0.0,1.0,False,,0,0,0,False,False,False,False,,0.8904593639575972,0.9583333333333334,0.1544991511035653,0.0,0.0,0.6546762589928058,1.0,0.773851590106007,0.954248366013072,0.7714958775029447,0.0,1.0,0.9243963486454653,0.1544991511035653,0.0,0.8273381294964028,0.8640499780595394,0.7714958775029447,0.0,0.5059684978297025,0.4937351688826789,novel,1.0,False,65,0.0,0,,0.0,,0.4937351688826788,none,67,False
VBP1,-0.7139858551654469,-0.4131283814553865,0.0040245819621435,0.7916666666666666,0.5967741935483871,False,pan-glioma-dep,0.6406358418295095,1,PDGFRA_amp,oncogene-amp,False,,0.0383736527456983,False,0.440276586860139,True,tumor-cell-expressed,not-TME-dominated-weak,1.1389000000000005,0.9738562091503268,6.2793,0.414605418138987,0.4240282685512367,0.2049469964664311,0.6148409893992932,88.5385,0.0844544148476406,False,False,57,0.25,1.0,False,,0,0,0,False,False,False,False,,0.3215547703180212,0.7916666666666666,0.4032258064516129,0.41765031220733345,0.25,0.935251798561151,1.0,0.4911660777385159,0.9738562091503268,0.414605418138987,0.25,1.0,0.5566107184923439,0.4032258064516129,0.3338251561036667,0.9676258992805755,0.7325111434444214,0.414605418138987,0.25,0.5226291631302297,0.4936935154705441,novel,1.0,False,66,0.6406358418295095,1,,0.0,,0.4936935154705441,genotype,68,False
ACTR3,-0.6627653947729822,-0.4516056967104824,0.0362401375039191,0.7361111111111112,0.5984719864176571,True,pan-glioma-dep,0.3492803011017772,3,CDKN2B_del,TSG-loss,True,CDKN2A;CDKN2B,-0.3323069479543915,True,0.3948953680755392,True,TME-dominated,TME-dominated,2.1419499999999996,0.9869281045751634,6.7702,0.4004711425206124,0.2897526501766784,0.5123674911660777,0.3992932862190812,30.6152,0.1260286992273686,False,False,53,0.6,1.0,False,,0,0,0,False,False,False,False,,0.4734982332155477,0.7361111111111112,0.4015280135823429,0.2277066271946903,0.75,0.118705035971223,0.0,0.901060070671378,0.9869281045751634,0.4004711425206124,0.6,1.0,0.6048046721633294,0.4015280135823429,0.48885331359734513,0.0593525179856115,0.9439940876232708,0.4004711425206124,0.6,0.4998576782103588,0.4927554616102219,novel,1.0,False,67,0.3492803011017772,3,,0.0,,0.4927554616102219,genotype,69,False
ZNF593,-0.5247630328693017,-0.3290011377674451,0.035146209622938,0.5555555555555556,0.3930390492359932,False,pan-glioma-dep,0.0,0,,,False,,0.0372983216169067,False,0.2027739523979403,True,tumor-cell-expressed,not-TME-dominated-weak,1.2079,0.954248366013072,3.5098,0.931095406360424,0.9929328621908128,0.9946996466431096,0.8056537102473498,0.0,0.0405052215802652,False,False,40,0.25,1.0,False,,0,0,0,False,False,False,False,,0.0530035335689045,0.5555555555555556,0.6069609507640068,0.0,0.0,0.9280575539568344,1.0,0.5441696113074205,0.954248366013072,0.931095406360424,0.25,1.0,0.30427954456223005,0.6069609507640068,0.0,0.9640287769784173,0.7492089886602462,0.931095406360424,0.25,0.5436533810464749,0.4924993052695504,novel,1.0,False,68,0.0,0,,0.0,,0.4924993052695504,none,70,False
GPX4,-1.2317813041318542,-0.829685861021957,0.0002743910979591,0.8888888888888888,0.7054329371816639,True,pan-glioma-dep,0.0,0,,,False,,-0.0888463170747384,False,1.0274956953957337,True,tumor-cell-expressed,not-TME-dominated-weak,0.7891417795799995,0.8627450980392157,8.95914177958,0.0895170789163722,0.0742049469964664,0.0530035335689046,0.1413427561837456,260.978,0.2819656609167336,True,True,64,0.6,1.0,False,,0,2,0,False,False,False,False,,0.939929328621908,0.8888888888888888,0.2945670628183361,0.0,0.0,0.3093525179856115,1.0,0.2968197879858657,0.8627450980392157,0.0895170789163722,0.6,1.0,0.9144091087553985,0.2945670628183361,0.0,0.6546762589928057,0.5797824430125407,0.0895170789163722,0.6,0.4475645646422076,0.4918214663786473,novel,1.0,False,69,0.0,0,,0.0,,0.4918214663786473,none,71,False
NOC3L,-0.8115661986539906,-0.4642062545793005,0.003334404837827,0.9166666666666666,0.7741935483870968,True,pan-glioma-dep,0.0,0,,,False,,-0.0312753171718317,False,0.0672538501132825,True,tumor-cell-expressed,not-TME-dominated-weak,1.2825000000000002,0.9673202614379084,2.5876,0.8492343934040046,0.8480565371024735,0.872791519434629,0.8268551236749117,6.79978,0.0368737903393278,False,False,66,0.25,0.0,False,,0,1,0,False,False,False,False,"Nucleus, nucleolus;Nucleus speckle",0.508833922261484,0.9166666666666666,0.2258064516129032,0.0,0.0,0.4784172661870504,1.0,0.5901060070671378,0.9673202614379084,0.8492343934040046,0.25,0.0,0.7127502944640753,0.2258064516129032,0.0,0.7392086330935252,0.7787131342525231,0.8492343934040046,0.25,0.507958986689576,0.48943622820814564,novel,1.0,False,70,0.0,0,,0.0,,0.4894362282081456,none,72,False
H3C8,-0.5852732757657692,-0.4363416047949783,0.0182363165486542,0.7222222222222222,0.4855687606112054,True,pan-glioma-dep,0.0,0,,,False,,-0.0024876149682269,False,0.0035261248075689,True,tumor-cell-expressed,not-TME-dominated-weak,3.7201,0.9869281045751634,0.4125,0.7891637220259128,0.9081272084805654,0.96113074204947,0.4982332155477031,0.573782,,False,False,52,0.0,1.0,False,,0,0,0,False,False,False,False,,0.4275618374558304,0.7222222222222222,0.5144312393887946,0.0,0.0,0.6798561151079137,1.0,0.9752650176678446,0.9869281045751634,0.7891637220259128,0.0,1.0,0.5748920298390263,0.5144312393887946,0.0,0.8399280575539568,0.981096561121504,0.7891637220259128,0.0,0.5285016585613135,0.4863402025038994,novel,1.0,False,71,0.0,0,,0.0,,0.4863402025038994,none,73,False
PTPN11,-0.931394813028497,-0.4512677332002445,0.0021036258877544,0.9166666666666666,0.7402376910016978,True,pan-glioma-dep,0.0,0,,,False,,-0.0973647000211894,False,0.1797717647476358,True,tumor-cell-expressed,not-TME-dominated-weak,0.2436999999999995,0.4313725490196078,5.4516,0.1978798586572438,0.3568904593639576,0.1696113074204946,0.0671378091872791,108.683,0.3311064296591783,True,False,66,1.0,0.0,True,INHIBITOR,2112,9,1,False,False,True,False,Cytoplasm;Nucleus,0.469964664310954,0.9166666666666666,0.2597623089983022,0.0,0.0,0.2913669064748201,1.0,0.0918727915194346,0.4313725490196078,0.1978798586572438,1.0,0.0,0.6933156654888103,0.2597623089983022,0.0,0.64568345323741,0.2616226702695212,0.1978798586572438,1.0,0.4368948509501839,0.4862373251508597,has_sm_chemistry,0.5,True,72,0.0,0,,0.0,,0.4862373251508597,none,74,False
FOXK1,-0.3787904744069348,-0.4658241296025447,0.0064433253833633,0.2777777777777778,0.1621392190152801,False,subset-dep,0.4359304491229615,1,PTEN_loss,TSG-loss,True,PTEN,0.0123990487830435,False,0.1182217381456917,True,tumor-cell-expressed,not-TME-dominated-weak,0.7232499999999997,0.673202614379085,3.1062,0.6289752650176678,0.773851590106007,0.773851590106007,0.3392226148409893,13.7787,0.1452929478991355,False,False,20,0.0,1.0,False,,0,0,0,False,False,False,False,,0.5123674911660777,0.2777777777777778,0.8378607809847198,0.2841965377037721,0.25,0.8093525179856115,1.0,0.2508833922261484,0.673202614379085,0.6289752650176678,0.0,1.0,0.39507263447192775,0.8378607809847198,0.26709826885188603,0.9046762589928057,0.4620430033026167,0.6289752650176678,0.0,0.4993894588030891,0.48501859563525046,novel,1.0,False,73,0.4359304491229615,1,,0.0,,0.4850185956352504,genotype,75,False
CCNK,-1.677316656547183,-0.4255754569819174,0.0153762164226112,1.0,0.99830220713073,True,pan-glioma-dep,0.0,0,,,False,,-0.0370191485895585,False,0.0830006454108368,True,tumor-cell-expressed,not-TME-dominated-weak,1.2566000000000002,0.8562091503267973,4.4122,0.7608951707891638,0.7773851590106007,0.8480565371024735,0.657243816254417,7.78675,0.0750353158235838,False,False,72,0.6,0.0,False,,0,3,0,False,False,False,False,Nucleus,0.3886925795053003,1.0,0.0016977928692699,0.0,0.0,0.4460431654676259,1.0,0.5795053003533569,0.8562091503267973,0.7608951707891638,0.6,0.0,0.6943462897526501,0.0016977928692699,0.0,0.7230215827338129,0.7178572253400771,0.7608951707891638,0.6,0.4996882944978534,0.48403851262632913,novel,1.0,False,74,0.0,0,,0.0,,0.484038512626329,none,76,False
AK6,-1.247208266659796,-0.3410366384791883,0.0267038549954079,1.0,0.900679117147708,True,pan-glioma-dep,0.3426619862067956,1,CDKN2A_del,TSG-loss,True,CDKN2A,0.0136808095390673,False,0.1936582769414531,True,tumor-cell-expressed,not-TME-dominated-weak,0.7273500000000004,0.7908496732026143,5.8197,0.6183745583038869,0.5335689045936396,0.558303886925795,0.7632508833922261,27.0199,0.0501069579826402,False,False,72,0.6,1.0,False,,0,0,0,False,False,False,False,,0.0812720848056537,1.0,0.099320882852292,0.2233919430922808,0.25,0.8309352517985612,1.0,0.254416961130742,0.7908496732026143,0.6183745583038869,0.6,1.0,0.5406360424028268,0.099320882852292,0.23669597154614042,0.9154676258992807,0.5226333171666782,0.6183745583038869,0.6,0.5047326283101579,0.48352464372268256,novel,1.0,False,75,0.3426619862067956,1,,0.0,,0.4835246437226826,genotype,77,False
SPOUT1,-1.5797120505021616,-0.7390745469817674,6.012809857096036e-06,1.0,0.99830220713073,True,pan-glioma-dep,0.0,0,,,False,,0.0103957989952866,False,0.0824799375055952,True,tumor-cell-expressed,not-TME-dominated-weak,1.2409999999999997,0.9084967320261438,5.438,0.5276796230859836,0.667844522968198,0.4169611307420494,0.4982332155477031,41.0397,,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,,0.9151943462897526,1.0,0.0016977928692699,0.0,0.0,0.7877697841726619,1.0,0.5653710247349824,0.9084967320261438,0.5276796230859836,0.25,1.0,0.9575971731448762,0.0016977928692699,0.0,0.8938848920863309,0.736933878380563,0.5276796230859836,0.25,0.4811133370810034,0.4833631886576927,novel,1.0,False,76,0.0,0,,0.0,,0.4833631886576927,none,78,False
PES1,-1.195237715292269,-0.5631982342271135,0.0086082841414112,0.9861111111111112,0.9855687606112056,True,pan-glioma-dep,0.0,0,,,False,,0.0131691580981099,False,0.100105254822553,True,tumor-cell-expressed,not-TME-dominated-weak,1.3708,0.954248366013072,5.6358,0.6136631330977621,0.441696113074205,0.5618374558303887,0.8374558303886925,26.8177,0.0351652502723212,False,False,71,0.25,1.0,False,,0,0,0,False,False,False,False,,0.7632508833922261,0.9861111111111112,0.0144312393887944,0.0,0.0,0.8237410071942446,1.0,0.6537102473498233,0.954248366013072,0.6136631330977621,0.25,1.0,0.8746809972516687,0.0144312393887944,0.0,0.9118705035971223,0.8039793066814476,0.6136631330977621,0.25,0.495517882859542,0.48274494526549966,novel,1.0,False,77,0.0,0,,0.0,,0.4827449452654997,none,79,False
OSBP,-0.5101511235360086,-0.3802406198434523,0.0344941340546035,0.5138888888888888,0.367572156196944,False,pan-glioma-dep,0.0,0,,,False,,-0.0082722384749692,False,0.066685771215035,True,tumor-cell-expressed,not-TME-dominated-weak,1.0963999999999996,0.7777777777777778,4.3184,0.441696113074205,0.4169611307420494,0.4664310954063604,0.441696113074205,34.4149,0.1194513514037521,False,False,37,0.6,1.0,False,,0,0,0,False,False,False,False,,0.215547703180212,0.5138888888888888,0.632427843803056,0.0,0.0,0.6258992805755396,1.0,0.4487632508833922,0.7777777777777778,0.441696113074205,0.6,1.0,0.3647182960345504,0.632427843803056,0.0,0.8129496402877698,0.613270514330585,0.441696113074205,0.6,0.4950089153614523,0.48272633293654243,novel,1.0,False,78,0.0,0,,0.0,,0.4827263329365424,none,80,False
ACTL6A,-1.7446082629060622,-0.5461463262229632,0.0008460632354804,1.0,0.99660441426146,True,pan-glioma-dep,0.0,0,,,False,,-0.0512922839035271,False,0.1707328107982775,True,tumor-cell-expressed,not-TME-dominated-weak,2.5437,0.9934640522875816,5.4585,0.740871613663133,0.5618374558303887,0.7279151943462898,0.9328621908127208,17.0924,0.0101832290471484,False,False,72,0.25,0.0,False,,1,2,0,False,False,False,False,Nucleus,0.734982332155477,1.0,0.00339558573854,0.0,0.0,0.3776978417266187,1.0,0.9469964664310954,0.9934640522875816,0.740871613663133,0.25,0.0,0.8674911660777385,0.00339558573854,0.0,0.6888489208633093,0.9702302593593385,0.740871613663133,0.25,0.5029767922431513,0.4814031783812881,novel,1.0,False,79,0.0,0,,0.0,,0.4814031783812881,none,81,False
SYS1,-1.4065174589378338,-0.6136104075734583,1.573020371829095e-05,1.0,0.8947368421052632,True,pan-glioma-dep,0.0,0,,,False,,-0.0410260855599606,False,0.1135500042990481,True,tumor-cell-expressed,not-TME-dominated-weak,1.8159,0.9934640522875816,4.9924,0.8244994110718492,0.6819787985865724,0.8021201413427562,0.9893992932862192,10.1998,0.0004459950789294,False,False,72,0.0,1.0,False,,0,0,0,False,False,False,False,,0.8445229681978799,1.0,0.1052631578947368,0.0,0.0,0.420863309352518,1.0,0.8303886925795053,0.9934640522875816,0.8244994110718492,0.0,1.0,0.9222614840989399,0.1052631578947368,0.0,0.710431654676259,0.9119263724335435,0.8244994110718492,0.0,0.496340297167904,0.48121238201815664,novel,1.0,False,80,0.0,0,,0.0,,0.4812123820181566,none,82,False
SEPSECS,-0.6903625423385501,-0.3917603501477566,0.0284850942113979,0.625,0.4609507640067912,False,pan-glioma-dep,0.0,0,,,False,,-0.0139112275794335,False,0.020940202767637,True,tumor-cell-expressed,not-TME-dominated-weak,1.2375,0.8627450980392157,1.8282,0.8598351001177855,0.7879858657243817,0.8904593639575972,0.901060070671378,6.321619999999999,0.0208117560962395,False,False,45,0.25,1.0,False,,0,0,0,False,False,False,False,,0.2438162544169611,0.625,0.5390492359932089,0.0,0.0,0.5719424460431655,1.0,0.5618374558303887,0.8627450980392157,0.8598351001177855,0.25,1.0,0.43440812720848054,0.5390492359932089,0.0,0.7859712230215827,0.7122912769348022,0.8598351001177855,0.25,0.5116507090394086,0.48078424894075733,novel,1.0,False,81,0.0,0,,0.0,,0.4807842489407573,none,83,False
KDM8,-0.6318541270452074,-0.5038519159381831,0.0043599073766146,0.6805555555555556,0.4787775891341256,False,pan-glioma-dep,0.0,0,,,False,,-0.0023218307581446,False,0.0054884545958493,True,tumor-cell-expressed,not-TME-dominated-weak,0.1903000000000001,0.1699346405228758,1.8323,0.7349823321554769,0.4452296819787986,0.8621908127208481,0.8975265017667844,7.44928,0.0210076971764052,False,False,49,0.25,1.0,False,,0,0,0,False,False,False,False,,0.6289752650176679,0.6805555555555556,0.5212224108658744,0.0,0.0,0.6834532374100719,1.0,0.0848056537102473,0.1699346405228758,0.7349823321554769,0.25,1.0,0.6547654102866117,0.5212224108658744,0.0,0.841726618705036,0.12737014711656156,0.7349823321554769,0.25,0.4471524170185086,0.48066745063901467,novel,1.0,False,82,0.0,0,,0.0,,0.4806674506390146,none,84,False
WWTR1,-0.4706864912998443,-0.4793616216947417,0.0038568140432276,0.4027777777777778,0.2487266553480475,False,subset-dep,0.3761592495024453,2,CDKN2B_del,TSG-loss,True,CDKN2A;CDKN2B,-0.3742922178539908,True,0.1672793507385285,True,TME-dominated,TME-dominated,2.7725000000000004,0.9673202614379084,5.3505,0.5959952885747939,0.342756183745583,0.6289752650176679,0.8162544169611308,23.1063,0.0383480930479767,False,False,29,0.25,1.0,False,,0,0,0,False,False,False,False,,0.5512367491166078,0.4027777777777778,0.7512733446519525,0.2452298446894919,0.5,0.1007194244604316,0.0,0.9540636042402828,0.9673202614379084,0.5959952885747939,0.25,1.0,0.4770072634471928,0.7512733446519525,0.37261492234474597,0.0503597122302158,0.9606919328390956,0.5959952885747939,0.25,0.4939917805839995,0.47873217421908293,novel,1.0,False,83,0.3761592495024453,2,,0.0,,0.4787321742190829,genotype,85,False
EEFSEC,-0.6489914100742351,-0.4234712583263619,0.0186399497470588,0.6111111111111112,0.4524617996604414,False,pan-glioma-dep,0.0,0,,,False,,-0.0015294037006126,False,0.0539560929104249,True,tumor-cell-expressed,not-TME-dominated-weak,1.4699,0.9411764705882352,4.0884,0.597173144876325,0.6148409893992932,0.6113074204946997,0.5653710247349824,24.0772,0.1015349269217154,False,False,44,0.25,1.0,False,,0,0,0,False,False,False,False,,0.3674911660777385,0.6111111111111112,0.5475382003395586,0.0,0.0,0.697841726618705,1.0,0.7031802120141343,0.9411764705882352,0.597173144876325,0.25,1.0,0.4893011385944248,0.5475382003395586,0.0,0.8489208633093526,0.8221783413011847,0.597173144876325,0.25,0.5078730983458352,0.4785837055640531,novel,1.0,False,84,0.0,0,,0.0,,0.4785837055640531,none,86,False
TUBB,-1.9329251882554517,-0.4295858254722156,0.0011550422794932,1.0,0.9643463497453312,True,pan-glioma-dep,0.6210103064217017,1,PDGFRA_amp,oncogene-amp,False,,,,,False,tumor-cell-expressed,not-measured,2.1811499999999997,0.9803921568627452,9.0475,0.1260306242638398,0.0706713780918727,0.0600706713780918,0.2473498233215547,249.479,0.1905823590101975,True,True,72,0.8,0.0,False,,3,120,88,True,False,False,False,"Cytoplasm, cytoskeleton",0.4028268551236749,1.0,0.0356536502546688,0.4048558189006534,0.25,0.5,0.5,0.911660777385159,0.9803921568627452,0.1260306242638398,0.8,0.0,0.7014134275618374,0.0356536502546688,0.32742790945032674,0.5,0.9460264671239521,0.1260306242638398,0.8,0.490936011236375,0.478393756405058,approved_sm_drug,0.0,False,85,0.6210103064217017,1,,0.0,,0.4783937564050579,genotype,87,False
RAC1,-0.913143622077619,-0.5158607770775637,0.0031806869298193,0.8888888888888888,0.797962648556876,True,pan-glioma-dep,0.3058873532380375,1,CDKN2B_del,TSG-loss,True,CDKN2B,-0.1592586355376537,False,1.3301904165143037,True,tumor-cell-expressed,not-TME-dominated-weak,1.391300000000001,0.9738562091503268,8.3449,0.0530035335689046,0.07773851590106,0.028268551236749,0.0530035335689046,351.236,0.3662883362604373,True,True,64,0.6,0.0,False,,5,9,0,False,False,True,True,Cell membrane;Melanosome;Cytoplasm,0.6537102473498233,0.8888888888888888,0.2020373514431239,0.19941742287678627,0.25,0.2194244604316546,1.0,0.6678445229681979,0.9738562091503268,0.0530035335689046,0.6,0.0,0.7712995681193561,0.2020373514431239,0.22470871143839313,0.6097122302158273,0.8208503660592623,0.0530035335689046,0.6,0.4688016801206953,0.4753319599571728,novel,1.0,False,86,0.3058873532380375,1,,0.0,,0.4753319599571728,genotype,88,False
RABGGTB,-1.650650036356352,-0.5519941302670252,0.000338614327615,1.0,0.9940577249575552,True,pan-glioma-dep,0.0,0,,,False,,-0.0789633093073271,False,0.1751746452892076,True,tumor-cell-expressed,not-TME-dominated-weak,0.4619,0.5686274509803921,5.4263,0.574793875147232,0.3992932862190812,0.6042402826855124,0.7208480565371025,24.4166,0.0668812536432924,False,False,72,0.6,1.0,False,,0,0,0,False,False,False,False,,0.7526501766784452,1.0,0.0059422750424448,0.0,0.0,0.3273381294964029,1.0,0.1590106007067137,0.5686274509803921,0.574793875147232,0.6,1.0,0.8763250883392226,0.0059422750424448,0.0,0.6636690647482014,0.3638190258435529,0.574793875147232,0.6,0.4406499041600934,0.4748338246580722,novel,1.0,False,87,0.0,0,,0.0,,0.4748338246580721,none,89,False
UFC1,-0.4725611904625796,-0.4756421248902908,0.0093035328622621,0.3611111111111111,0.2292020373514431,False,subset-dep,0.0,0,,,False,,-0.046537816945502,False,0.4387781981894785,True,tumor-cell-expressed,not-TME-dominated-weak,0.9368999999999996,0.9738562091503268,7.2653,0.4016489988221437,0.2261484098939929,0.2508833922261484,0.7279151943462898,78.393,0.0635550277147996,False,False,26,0.35,1.0,False,,0,0,0,False,False,False,False,,0.5335689045936396,0.3611111111111111,0.7707979626485569,0.0,0.0,0.4064748201438849,1.0,0.3674911660777385,0.9738562091503268,0.4016489988221437,0.35,1.0,0.4473400078523754,0.7707979626485569,0.0,0.7032374100719425,0.6706736876140327,0.4016489988221437,0.35,0.4776711524298645,0.47460638826086354,novel,1.0,False,88,0.0,0,,0.0,,0.4746063882608635,none,90,False
NUP35,-0.5534576074637708,-0.4370790937960226,0.0467503967057416,0.5972222222222222,0.4015280135823429,False,pan-glioma-dep,0.0,0,,,False,,-0.0496519174741059,False,0.0746798130005366,True,tumor-cell-expressed,not-TME-dominated-weak,1.90185,0.9869281045751634,3.9431,0.8386336866902239,0.8763250883392226,0.7950530035335689,0.8445229681978799,10.398,0.0329461229620451,False,False,43,0.0,1.0,False,,0,0,0,False,False,False,False,,0.431095406360424,0.5972222222222222,0.5984719864176571,0.0,0.0,0.381294964028777,1.0,0.8515901060070671,0.9869281045751634,0.8386336866902239,0.0,1.0,0.5141588142913232,0.5984719864176571,0.0,0.6906474820143885,0.9192591052911152,0.8386336866902239,0.0,0.5087387249578155,0.47207847577988354,novel,1.0,False,89,0.0,0,,0.0,,0.4720784757798835,none,91,False
UBA5,-0.6906754266265946,-0.5228857569883267,0.0006584379260915,0.7222222222222222,0.5186757215619694,False,pan-glioma-dep,0.0,0,,,False,,-0.0170843117590812,False,0.1203285766999078,True,tumor-cell-expressed,not-TME-dominated-weak,0.7628999999999992,0.6928104575163399,4.6713,0.4734982332155477,0.4911660777385159,0.4946996466431095,0.4346289752650176,31.4208,0.119930689689104,False,False,52,0.25,1.0,False,,0,0,0,False,False,False,False,,0.6713780918727915,0.7222222222222222,0.4813242784380306,0.0,0.0,0.5611510791366906,1.0,0.2791519434628975,0.6928104575163399,0.4734982332155477,0.25,1.0,0.6968001570475069,0.4813242784380306,0.0,0.7805755395683454,0.4859812004896187,0.4734982332155477,0.25,0.4525970583941499,0.47057218918290417,novel,1.0,False,90,0.0,0,,0.0,,0.4705721891829042,none,92,False
KLF16,-0.4680504941011689,-0.6721502828712506,6.547472685788573e-06,0.4583333333333333,0.2190152801358234,False,subset-dep,0.0,0,,,False,,-0.0099336012902291,False,0.0374107141748218,True,tumor-cell-expressed,not-TME-dominated-weak,-0.0701,0.0522875816993464,3.5547,0.6442873969375736,0.7137809187279152,0.3604240282685512,0.8586572438162544,47.6576,0.0290519172388019,False,False,33,0.0,1.0,False,,0,0,0,False,False,False,False,,0.8798586572438163,0.4583333333333333,0.7809847198641766,0.0,0.0,0.5899280575539568,1.0,0.03886925795053,0.0522875816993464,0.6442873969375736,0.0,1.0,0.6690959952885748,0.7809847198641766,0.0,0.7949640287769784,0.045578419824938196,0.6442873969375736,0.0,0.4192729372417488,0.46911130863053185,novel,1.0,False,91,0.0,0,,0.0,,0.4691113086305318,none,93,False
POLR1H,-1.0246882479156876,-0.7103535009424833,9.78254330658491e-06,0.9861111111111112,0.935483870967742,True,pan-glioma-dep,0.0,0,,,False,,-0.11597999530391,False,0.1404930632040428,True,tumor-cell-expressed,not-TME-dominated-weak,2.051,0.9934640522875816,5.142,0.4570082449941107,0.3215547703180211,0.5512367491166077,0.4982332155477031,27.495,,False,False,71,0.25,1.0,False,,0,0,0,False,False,False,False,,0.9081272084805654,0.9861111111111112,0.064516129032258,0.0,0.0,0.2589928057553957,1.0,0.8798586572438163,0.9934640522875816,0.4570082449941107,0.25,1.0,0.9471191597958383,0.064516129032258,0.0,0.6294964028776978,0.936661354765699,0.4570082449941107,0.25,0.4692573273522291,0.46857339012624655,novel,1.0,False,92,0.0,0,,0.0,,0.4685733901262466,none,94,False
CCT4,-2.343145135900357,-0.5863866249769962,0.0002182350530981,1.0,1.0,True,pan-glioma-dep,0.3753332109158775,1,PTEN_loss,TSG-loss,True,PTEN,0.0157370074954584,False,0.4691889452902107,True,tumor-cell-expressed,not-TME-dominated-weak,1.3263500000000006,0.9869281045751634,6.7953,0.209658421672556,0.2084805653710247,0.1484098939929329,0.2720848056537103,123.665,0.1846498132219642,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,,0.7915194346289752,1.0,0.0,0.24469132459578297,0.25,0.841726618705036,1.0,0.6183745583038869,0.9869281045751634,0.209658421672556,0.25,1.0,0.8957597173144876,0.0,0.24734566229789148,0.920863309352518,0.8026513314395252,0.209658421672556,0.25,0.4751826345824255,0.4673033794614745,novel,1.0,False,93,0.3753332109158775,1,,0.0,,0.4673033794614744,genotype,95,False
PNO1,-1.157161079891598,-0.42227979809981,0.0224003018833054,1.0,0.9957555178268253,True,pan-glioma-dep,0.0,0,,,False,,0.0187264811837726,False,0.1246283028644233,True,tumor-cell-expressed,not-TME-dominated-weak,1.93445,0.9869281045751634,4.2465,0.7926972909305064,0.7455830388692579,0.7915194346289752,0.8409893992932862,10.5326,0.035000134336672,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,,0.3639575971731448,1.0,0.0042444821731747,0.0,0.0,0.8705035971223022,1.0,0.8621908127208481,0.9869281045751634,0.7926972909305064,0.25,1.0,0.6819787985865724,0.0042444821731747,0.0,0.935251798561151,0.9245594586480057,0.7926972909305064,0.25,0.5126759755570586,0.4671594533106966,novel,1.0,False,94,0.0,0,,0.0,,0.4671594533106966,none,96,False
GRB2,-1.1902336095048938,-0.5251453443140328,0.0005574275731019,0.9305555555555556,0.7147707979626485,False,pan-glioma-dep,0.4569838635861266,1,EGFR_amp,oncogene-amp,False,,-0.4621887182365808,True,0.2465764851635604,True,TME-dominated,TME-dominated,0.6687500000000002,0.7516339869281046,6.1729,0.1790341578327443,0.2190812720848056,0.1837455830388692,0.1342756183745582,98.5342,0.2828186107935702,False,False,67,0.8,0.0,False,,204,4,1,False,False,False,False,Nucleus;Cytoplasm;Endosome,0.6855123674911661,0.9305555555555556,0.2852292020373514,0.29792190951322406,0.25,0.079136690647482,0.0,0.2296819787985865,0.7516339869281046,0.1790341578327443,0.8,0.0,0.8080339615233608,0.2852292020373514,0.27396095475661203,0.039568345323741,0.49065798286334555,0.1790341578327443,0.8,0.410926372048165,0.46632739742909834,has_sm_chemistry,0.5,False,95,0.4569838635861266,1,,0.0,,0.4663273974290983,genotype,97,False
