gene,glioma_mean,rest_mean,diff,cohens_d,t,p,fdr,is_common_essential,pan_ess_fraction,glioma_dep_fraction
AARSD1,-0.1925509354071754,-0.1791875102208018,-0.013363425186373623,-0.11344694328983715,-1.1958272917038948,0.2349690685867733,0.4698332402679275,False,0.010186757215619695,0.0
AASDH,-0.12768881114035546,-0.11573195586917953,-0.011956855271175931,-0.1142956538430185,-0.9092243239777221,0.3659691481902246,0.603675469044988,False,0.0,0.0
AASDHPPT,-0.37430526879927445,-0.28726291663923725,-0.0870423521600372,-0.4264009298878055,-3.574342866037281,0.0005952773081118524,0.00975688996144974,False,0.1502546689303905,0.2777777777777778
AASS,-0.010778116305813882,0.018005041075020357,-0.02878315738083424,-0.25729226418968176,-2.505304448806495,0.014137393009431105,0.08290852149164245,False,0.001697792869269949,0.0
AATF,-0.9070673013126428,-0.8640494818380071,-0.04301781947463568,-0.20045550542402407,-1.5115680104686071,0.13464495996037998,0.33625579908700415,True,0.9617996604414262,0.9861111111111112
AATK,-0.17094895829008908,-0.15906910818176975,-0.011879850108319323,-0.09046783407592185,-0.6811815145244088,0.49775480496276775,0.712225468070677,False,0.011884550084889643,0.027777777777777776
ABAT,-0.06447211258854035,-0.027283447518806035,-0.03718866506973432,-0.3205534636796644,-2.729099125097818,0.007781422397748683,0.0565565775570245,False,0.0,0.0
ABCA1,-0.0029773488553043012,0.007511391866169601,-0.010488740721473903,-0.09859667224705938,-0.80152812171356,0.42519223213441937,0.6554589598107259,False,0.0008488964346349745,0.0
ABCA10,-0.05112214597236708,-0.0488672867092707,-0.002254859263096383,-0.016851361037766452,-0.12761273659902955,0.8987803175361797,0.9510689368010274,False,0.003395585738539898,0.0
ABCA12,0.021515159822708827,0.0005995717541388449,0.020915588068569982,0.1705326320141621,1.4646428067054014,0.1468630004034908,0.35585576348782,False,0.001697792869269949,0.0
ABCA13,-0.0477966698821251,-0.053286529085492945,0.005489859203367843,0.05684159496457729,0.47305214235204573,0.637451471477949,0.8085262759140815,False,0.0008488964346349745,0.0
ABCA2,0.046752349059923946,0.037371941050342375,0.009380408009581571,0.08393592973106254,0.6774735218524153,0.5000572232369016,0.7140372369102039,False,0.001697792869269949,0.0
ABCA3,0.11188957328803435,0.1353899362485005,-0.023500362960466134,-0.23733964729064327,-1.5304974449622786,0.1300243599944428,0.32963300320651445,False,0.0,0.0
ABCA4,-0.23746020064998558,-0.22115432595467643,-0.01630587469530914,-0.12843915575199397,-1.1894855167515093,0.23761584306668979,0.4720615905562775,False,0.02037351443123939,0.013888888888888888
ABCA5,-0.015129874797232441,-0.013176791684748333,-0.0019530831124841084,-0.016927369564119384,-0.12806105907611456,0.8984267534797824,0.9510318295624095,False,0.0008488964346349745,0.0
ABCA6,0.013852060629166066,0.025947422098605295,-0.01209536146943923,-0.09620015010310747,-0.8171370535204281,0.4162388817609888,0.6473637125202184,False,0.003395585738539898,0.0
ABCA7,0.036723700699536614,0.06749057281474365,-0.030766872115207032,-0.27461302703618345,-2.107869014620488,0.03820859176242154,0.1569337757944852,False,0.0008488964346349745,0.0
ABCA8,0.0032778454984469627,-0.01139077837520084,0.014668623873647802,0.1307100072902858,1.1395114194302993,0.25781061899286106,0.4937925005212849,False,0.0008488964346349745,0.0
ABCA9,0.02373917923132563,0.03874728982880222,-0.015008110597476587,-0.14434162935624165,-1.1928443044411223,0.2364284300770539,0.4707294502902878,False,0.0008488964346349745,0.0
ABCB1,-0.08794634927308709,-0.08811159943133863,0.00016525015825154254,0.001574390416058103,0.014057863674186401,0.9888177324196078,0.9949211395074782,False,0.003395585738539898,0.0
ABCB10,0.010806704704791495,0.05358744645763588,-0.04278074175284438,-0.25798635093417194,-2.3631665861673907,0.02044951090170308,0.10561355932975278,False,0.0025466893039049238,0.0
ABCB11,-0.09174484636243417,-0.07705749192525697,-0.014687354437177197,-0.15653087793152756,-1.4587470941768637,0.14837315044567467,0.3578693273269665,False,0.0,0.0
ABCB4,-0.08980026917140958,-0.08376735943923959,-0.006032909732169994,-0.05307917544911871,-0.4211002130552303,0.6748145041589895,0.8349431392619099,False,0.001697792869269949,0.0
ABCB5,-0.051354802325302394,-0.0327904725027036,-0.018564329822598792,-0.1602639586458708,-1.3838726578068696,0.17016726634278034,0.3887677561587927,False,0.003395585738539898,0.013888888888888888
ABCB6,0.02983880745171525,0.040905563401299055,-0.011066755949583805,-0.10863165646297135,-1.1469497354609541,0.2545018880945823,0.49028533316218637,False,0.0,0.0
ABCB7,-1.263672143868604,-1.2769108741045996,0.013238730235995533,0.03889773972066098,0.3282765552949569,0.7435483852469604,0.8758901223015677,True,0.9864176570458404,0.9722222222222222
ABCB8,0.05086581882321117,0.05844626701646328,-0.007580448193252105,-0.06735801849761557,-0.6641167909059867,0.5083997858444125,0.7199351603711274,False,0.0,0.0
ABCB9,0.09849274048130559,0.0797498109451978,0.01874292953610779,0.17616902184524055,1.3458151036252934,0.18221089447938665,0.40392110684146143,False,0.0,0.0
ABCC1,0.0346833198127201,0.014014120277485184,0.02066919953523491,0.19505550214590095,2.0596786705121706,0.042374598666809454,0.16736845452260982,False,0.0008488964346349745,0.0
ABCC10,-0.1859378197914757,-0.1895686446229523,0.0036308248314766145,0.03202568433905889,0.339812674584182,0.7348029605214283,0.8708800947299443,False,0.005942275042444821,0.0
ABCC11,0.002332043384703719,0.0038520067717765973,-0.0015199633870728781,-0.015217513232169648,-0.12287140049088827,0.9025166005782925,0.9526570356085091,False,0.0,0.0
ABCC12,0.02211297668464463,0.02066908313085119,0.0014438935537934398,0.01644423287396355,0.12543302609141838,0.9004994359696705,0.9517203284397536,False,0.0,0.0
