,malignant cell,macrophage,mural cell,dendritic cell,microglial cell,monocyte,oligodendrocyte,endothelial cell,mature T cell,oligodendrocyte precursor cell,mast cell,B cell,plasma cell,natural killer cell,astrocyte,radial glial cell,neuron
CHMP2A,0.6663598727890511,0.39170250661919054,0.3807504151872923,0.4380943981031973,0.34651516062758225,0.49270934713083886,0.6237590393761432,0.4891669736043128,0.3487324913368427,0.4467668043028924,0.3947467372500545,0.23470284757614135,0.2899904717932214,0.4470907659021043,0.5900385104162844,0.3518343759381478,0.5342717224901373
TOP1,0.4280261419680603,0.29125257570625707,0.40884721430467785,0.33805605017515905,0.28680769631503716,0.34166951345550395,0.23625723841518712,0.32973005477599193,0.28115387893767596,0.31173348571023635,0.14878371829321813,0.17921699295043944,0.25503764567258475,0.26275497557600613,0.16073063067618132,0.041904686872841074,0.16398144767365672
RPL36,2.1639344764566664,1.987018285190938,1.3149014682796678,2.1747441352000596,2.0166356623867685,1.8533133843227712,1.4378469853568905,1.6982393541095162,2.561435955875905,0.6095621124390633,1.7808075481701153,2.895771537208557,1.564563086816481,2.273549012459632,0.6900708303286162,3.0471877259931235,0.6582593267614191
EEFSEC,0.05395609291042498,0.03809106796877531,0.03696408930887456,0.04237770423296876,0.03899839964314148,0.03942687214888446,0.03256910385568596,0.04367469789191837,0.04946139763372577,0.09564402365996953,0.05685373569461679,0.02634489269256592,0.015791769575822602,0.05548549661103766,0.03757503818225309,0.002550760961572683,0.08515560626983643
PNO1,0.12462830286442333,0.057172781758045244,0.10590182168065072,0.08246105068171154,0.0625318925826244,0.0533486210457087,0.07344448685827532,0.068738017358539,0.05814290311664899,0.12883990732652525,0.060509990591146354,0.05549594283103943,0.04967179576625357,0.06848543027454038,0.07229066721965811,0.09191801554799123,0.15728831384330988
JTB,0.5243623941215265,0.4989300143571692,0.4789867563375465,0.5868995001267315,0.4384979172859758,0.5262019659573035,0.5092068857493743,0.45555891182943403,0.5312034706349005,0.5236458235209988,0.401143097046553,0.4297904580116272,0.45027904973163474,0.6529357693864908,0.47838163651482907,0.02225451273588171,0.6969138739461248
SNAPC5,0.09514327693945222,0.07843598241769682,0.07684293326268916,0.09221427627537955,0.08564427137627578,0.0636415301432628,0.06411203917054142,0.0693346521032512,0.11024609976385895,0.06741939821550923,0.09033144383264291,0.06401591990590096,0.048252438670480166,0.14233899121305557,0.09066440328697249,0.08074185552654803,0.14944933490319687
EIF3M,0.40236218788293615,0.32982310415129357,0.3233141050856608,0.5738899470037717,0.32985718988073026,0.43118830320913104,0.23918561980411243,0.25580201921278795,0.4252632906133849,0.3044429924939909,0.45289685898747584,0.3739089165687561,0.16815269326830243,0.4635728991812326,0.3463895341564465,0.49170210323683683,0.35419468175281177
C19orf25,0.19350783063752125,0.0727081520656384,0.08267783349424558,0.09331538152947506,0.08534659675711634,0.09197154887075622,0.16994622595445266,0.0676695703574488,0.11922177296952818,0.09783016481707173,0.07653081832558475,0.08941923747062683,0.06263241567811766,0.15803156810479263,0.1436652241414682,0.011572380533284635,0.1737181158228354
NELFCD,0.26049453000417844,0.07264829294235474,0.11520346187906305,0.0813077064332141,0.08082125014256003,0.060030884076875575,0.1567411254149734,0.08909412514401757,0.17269303681041584,0.2699936531604298,0.05932993176156011,0.1037130457162857,0.06364020871949362,0.1863121115907506,0.19459860448892405,0.1804007231116847,0.16730369492010636
SRSF10,0.39016999006822906,0.20428425975483447,0.3472823387560959,0.23652541772851557,0.23185401337349182,0.1989413656066347,0.25967957404034037,0.2924512307675774,0.31989095672293005,0.345869982194516,0.1998972024259235,0.217095650100708,0.11418399428362613,0.2968846239110656,0.33685480394115336,0.6234836792835443,0.4488719024441459
AMY2A,0.0006145312238380827,4.346463330818603e-05,0.0004175407509877752,0.0001872893243207982,4.945707216642108e-05,0.0001572340521129386,0.0001492489007824784,0.0024360508545901056,3.165537325111714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003587266599590128
RPL26L1,0.3115987947697784,0.1721436249112757,0.24644588587650626,0.18064370807810462,0.15715623042862395,0.14483510747661987,0.1462462434936015,0.19778685209744043,0.103939743647695,0.11240458560566749,0.09293850177734211,0.05972866139411926,0.10434851889218484,0.129025582282502,0.15078461859267572,0.3933997683447368,0.16630967367779126
TM2D2,0.17750944718842976,0.16046341601128503,0.1721778595649305,0.11256359503655024,0.17224311100138692,0.12318797771502162,0.11975488973326737,0.1819057942853817,0.05820268313576303,0.21395671439747657,0.06752543714666494,0.04295782068371773,0.05140313144017766,0.07947160389204014,0.2467324664827027,0.11288780886261837,0.35199290243062104
PDCD2,0.1834331456877942,0.12217291693038958,0.17408598461339436,0.2009549069603234,0.12443322470686484,0.13205381465385885,0.10046925275679745,0.18323556416810532,0.19514544799324907,0.1359679328818475,0.15338361646790288,0.17696928873062134,0.06661907666838253,0.25397812958556804,0.08599411683275521,0.01133760304522336,0.09694590690461072
VBP1,0.44027658686013904,0.14149368499974005,0.2604582813293877,0.18784247122458575,0.15277708269063983,0.1297148567163479,0.4019029341144407,0.19101293409384376,0.17208205034095786,0.4520541544883482,0.16326206986450317,0.11579791970252991,0.16069646263039195,0.1973562356984103,0.3914766339208349,0.3810693350473587,0.407616604458202
CDK5RAP3,0.287487044023565,0.17142616567993263,0.17085047887982366,0.13985921449656438,0.1804978860138688,0.14866138131862536,0.22379235890457794,0.14763489104309196,0.1430473211804407,0.4081328604971209,0.15178853017714963,0.13856927027702332,0.14930078408101222,0.16292955483620117,0.3773070360194741,0.30716655931313097,0.43208975141698663
SOD1,0.9899747652886391,0.5917504387327416,0.9293730371593588,0.5031070073606149,0.5307913562876888,0.4161226377242307,1.462139819574016,0.6695880461235103,0.8989925474515632,0.7563104021453089,0.6661892391082109,0.6275661310195922,0.5388875876690125,0.7513810993438267,1.2693918240552693,1.0477247742261162,1.4846099452538923
WDR55,0.05446818765213128,0.051404787801715784,0.057789503419390854,0.05439362788374934,0.05010195827541642,0.04961922844656328,0.04393796853535489,0.045007198650450796,0.05167939558482133,0.042289574059747884,0.05985344790581404,0.04041493835449219,0.019724354929440507,0.05801076844017301,0.06760544308348199,0.025184535283739984,0.042938253757628525
TRAPPC11,0.055906101417764364,0.044937475189304826,0.05530853949918061,0.05205318261745812,0.03646461622333593,0.060802120345602395,0.041386386588085695,0.05070446699547732,0.036773747009421334,0.13036105108837928,0.027992890843117846,0.02734102416038513,0.00838608763643078,0.039728510375001816,0.11297459547230274,0.016246019710966137,0.22752400165931744
RPS29,1.771238027562117,2.201369345954478,1.9519038284447028,2.638268524454989,2.3274948638127104,2.0248259373630306,1.5756980322194534,2.038754742000291,3.098499694421495,0.3683586733475808,2.1124473602458553,3.5776094944000243,1.8086194562745261,2.859959169006961,0.665267572237577,3.4569702844285097,0.2396292740648443
BARD1,0.14024303533861507,0.039799188364046216,0.05671783554537172,0.04212422492497499,0.03805467257317228,0.028807096568539324,0.053458771294159116,0.040978932318680356,0.060247351492818096,0.09567635608536582,0.036187596439356456,0.029350547647476195,0.016436417697818128,0.08155574643884907,0.04855870993840212,0.022099159602215167,0.09031980687921698
DNAJA3,0.11383699118175376,0.041858206825416716,0.06581887798265611,0.03988511993920553,0.03977420393571288,0.029062995282101708,0.07880091245009553,0.03727325588951848,0.06814132188351983,0.15767214236961258,0.03112326166904644,0.04850818705558777,0.026067756272696117,0.06346738470180201,0.11928379949117672,0.010812836225065932,0.35774886337193573
HYOU1,0.08116983319763621,0.07339817804423969,0.14627303882949946,0.08518537040070974,0.03989742013176937,0.07962869174288395,0.098022860996846,0.1452306023678489,0.051911627525431395,0.11708906683469972,0.036620948653438457,0.020448679447174073,0.08674339439485457,0.04783731870287367,0.06574308648274813,0.03069823832222266,0.22887870940295132
CHMP3,0.24165800141435279,0.20312166660141734,0.35522205368924376,0.16755111119386615,0.18706890818781768,0.2051195990984766,0.18175920074485202,0.30340002656514364,0.1383343487217228,0.045961362459967216,0.2310104772808085,0.13878459095954895,0.05381576810683404,0.11597978386260172,0.16193775841266433,0.1805232343488543,0.09839818423444574
RRP15,0.15574390130158536,0.07207196449965925,0.11377792163359261,0.07141086252251529,0.09018822085077069,0.04821814229443926,0.0981329119880749,0.07445543322485233,0.07143140235093884,0.09420143308178071,0.07740107969688027,0.0844918019771576,0.031411523168737236,0.10504943958579799,0.05392004471982835,0.179970508501714,0.08952100710435347
DCTN5,0.11420910123517823,0.06580087931649813,0.13387728169329244,0.06703652344819001,0.06128012346709874,0.06970686110819556,0.11161030174572015,0.12899625141943014,0.06403374797172033,0.12805635337868043,0.06257001164771277,0.03659831714630127,0.03183835502583664,0.07183391762191678,0.1364791641345603,0.06720478126150796,0.10532251000404358
NUP155,0.04995205900264526,0.026021654458369965,0.04379963370667946,0.02592717310118874,0.023715763969347492,0.025862197246175812,0.03132466696439746,0.0366350684707976,0.03220968175646694,0.043329362727461324,0.019602177290111062,0.02598077146410942,0.012186049841917478,0.03823061610091973,0.049112061544649865,0.02577938980847268,0.07278595593842593
SNAPC1,0.11311394466945753,0.1132401720200748,0.07876928142246978,0.06691869705862784,0.08500198631109557,0.09988302240227462,0.059905097820984035,0.06234453682736514,0.045429311398986844,0.06131781601617413,0.06334707500467991,0.04456033687591553,0.030105818714295234,0.04938227061875233,0.11930691437914193,0.06098054655992479,0.03730835664001378
FARSA,0.20266051481010192,0.0994645942902079,0.10158870099125528,0.09496320746096057,0.09747922732891828,0.09027104191573791,0.13247430331240326,0.07453677664894229,0.09495323371185885,0.3057528952917745,0.10057838944263817,0.06492102079391479,0.08790913781711271,0.13427407679762787,0.1064642874491697,0.03511392879112361,0.4945826096968217
ANAPC4,0.05908923298268901,0.04553557772723304,0.07997083361293432,0.042166487379406356,0.04155035804209534,0.044446324077744404,0.057011408622845004,0.03861887706512859,0.05541953415973228,0.15089861345627614,0.048982385815628096,0.04289236969947815,0.019274229743889162,0.05321362311699248,0.10828753289459758,0.023980230719413798,0.17025259137153625
MED28,0.2093675027743667,0.16731807744650828,0.1943844269293824,0.215215245029957,0.17161656348600116,0.17764171755653513,0.13612582235895626,0.18224105048498462,0.17866825049833585,0.09089775858146529,0.15077987584927127,0.17214702324867248,0.07709887321595546,0.2392622900564731,0.135603775867837,0.43594486372811453,0.07659002630548044
PSMB7,0.597147712479255,0.30404203533287794,0.4562739305334804,0.34628854547898835,0.29184960689832584,0.27144091901668477,0.5328402163250574,0.36246857317206055,0.26678277373254583,0.3217095059733237,0.34020194323388886,0.22346713614463806,0.2548279048471184,0.4035653457817853,0.3410752591370158,0.9517492617805275,0.5173639194531874
USP10,0.1704769189334705,0.09927708519902442,0.1347361976236147,0.11330738888639177,0.07906509927958974,0.13206590963760145,0.1218439759414229,0.09397917410239777,0.11441426447481601,0.33172432934084245,0.07530742915641846,0.08307263474464416,0.04471016628342075,0.09354317911469155,0.24899406377979785,0.15880680517938836,0.37986296957189386
WDR77,0.10227882648905169,0.0651282167635149,0.08725276105999107,0.07414874858068896,0.07777162717233158,0.058953347509694776,0.051739702076877926,0.05017102101228212,0.048883217571957474,0.15028853209749346,0.05453395931394746,0.0569967490196228,0.019739751033224427,0.06263955420593317,0.07898142572083225,0.0272752920216753,0.16922419585964896
CDS2,0.15707180751142094,0.09399293879396872,0.16078741674026414,0.07153448839435611,0.08795228490163384,0.08419960895307543,0.19685078889797747,0.15729330411460388,0.11754926531665993,0.5531859227846707,0.07313501467334042,0.06192946355342865,0.06434176731984932,0.08613891544568103,0.6016802310599068,0.016804473658431074,1.5845792185176502
TARS1,0.17337300746100107,0.08812879821083967,0.1754888318825844,0.09751485992760045,0.08636488370225119,0.10034723769515659,0.13972697570035306,0.10143622459309594,0.10036169378581311,0.2060255177559391,0.10079999611620609,0.05584965343475342,0.08298727429725906,0.09429517985827092,0.15993522908646246,0.15491865762175297,0.16635461795059117
SEPSECS,0.02094020276763708,0.023541410202467902,0.029672474392830318,0.02046354317779464,0.021327878355234888,0.022536874647673864,0.03485143034707066,0.033059163176818555,0.01644630180624264,0.07248519276899676,0.010248876768526378,0.00959385895729065,0.01324211364494754,0.014104177047565501,0.046982127117972845,0.006261325451586227,0.034600303931669754
UFM1,0.23379053718662082,0.20882834696179264,0.3499697897430872,0.22343674105726327,0.179049584934932,0.24915351860966853,0.310800957198365,0.34491787658226614,0.18557130941312985,0.20048367688732763,0.1656365795285708,0.16303990449905395,0.31216726165551406,0.18543751144466653,0.23915640329349938,0.08229996642482039,0.4166423813863234
ZFP36L1,0.6145831791925931,1.4256829106936797,1.155594710066221,0.8478731517989176,1.2268270228560096,1.6091365156063009,0.26563799800556465,0.7132271568984192,0.5622258268864263,0.7843962716719797,0.4851962401464222,0.5710425353050232,0.19104807579017186,0.5073684601479144,1.0582908977662897,0.43250715290901287,0.06565239144997163
NVL,0.06550878319711428,0.028160380886975925,0.03300606672703295,0.029210560010617743,0.031161571489231422,0.02421501291666155,0.04552145778306659,0.05743797484336955,0.04092907119008665,0.07030568872728656,0.028977431257033157,0.030844879937171936,0.03903122754259543,0.043931627091560656,0.05526858671552184,0.08617516395499539,0.14912225780161945
MMS19,0.03473463346751733,0.029343594090488593,0.050528511257871084,0.0334128738803955,0.025377015116653842,0.030372716730176837,0.06408421098397965,0.07184697118591943,0.036554450778460944,0.15850652994648104,0.0153012190203884,0.017229748612642287,0.021416113692355323,0.033881381818595874,0.08087762759600071,0.0162946203710942,0.33448745987632056
PSMA1,0.5084850654418377,0.40240709480649806,0.4703430938619821,0.5301818021828705,0.4465861328577665,0.45391961744122633,0.32735898883265757,0.4681143470186004,0.4454292671963923,0.41670561966396147,0.4136692188060955,0.2696784441947937,0.2757699532317115,0.5292834541126158,0.48984381849366115,0.5749220905416073,0.5944697287949648
PWP1,0.23820024709938384,0.11546696260804014,0.22485841009949764,0.12038341732646322,0.11390445283018598,0.08950906690476103,0.16218354625394735,0.15912306291033218,0.14295514040291918,0.22286743862975028,0.09383712137672282,0.15331640338897706,0.05365787196409452,0.16492468528165163,0.23378571816262483,0.21989804533906454,0.22672422187910837
TBCB,0.7656604904169951,0.2968354708438541,0.47269622193405086,0.38306850027899586,0.291121108887214,0.25154261889274887,1.4088250443240253,0.49609081254494314,0.4155838731875111,0.6652162315384034,0.4183803966154042,0.27342736444473265,0.3070748908953233,0.42183785287191133,0.6316023603340105,0.02475912786693729,1.0702602890404789
OSBP,0.06668577121503501,0.04310681909653258,0.07495800969000428,0.04419317684279521,0.039101846167307615,0.05839089545572974,0.06884587917101707,0.06619833394287246,0.038676430627700646,0.12820800826434167,0.05370005126293479,0.02617176594734192,0.024213251013022203,0.04500662090309943,0.07207749758152604,0.009672061633418199,0.04841956225308505
TRAPPC1,0.35866194783361965,0.4762406639181238,0.4529431278177646,0.6875190415848268,0.44973436638972664,0.5220300726097233,0.37022270273105923,0.3733770839349653,0.622404559537405,0.14018285851324758,0.5322136554577396,0.5037099281311035,0.26836245647677176,0.796143345873056,0.2895822945357747,0.5514561450530253,0.15345773405649446
XAB2,0.09298268824860388,0.048758665424226744,0.05013945692432952,0.056204754636312367,0.04843859649716202,0.05149517480730801,0.0992165419757581,0.04502668308113517,0.08785169225275437,0.05755844900024033,0.03296678850861721,0.06631539750099182,0.04334766654805704,0.08732843566678432,0.04615961402826915,0.01150609317292384,0.09582490270788019
NOP10,0.5247538102063788,0.6984776055321054,0.6046133879545882,0.5572771797334266,0.6796844526387408,0.7346089682778632,0.39396341087134085,0.6850806706727526,0.49930798098026663,0.27319387466676776,0.5922487737665867,0.4051962818145752,0.3750440019827623,0.5917644067766581,0.2183942436482865,0.8382700312846829,0.21023218469186264
RPS25,1.8213461188567932,2.0759900681781485,1.5689609661088844,2.383586533471088,2.174886056939515,1.8927144160960034,1.5061615617714024,1.7676974781200754,2.846606960557122,0.4804886329558588,2.0822574523434882,3.1750903951644895,1.6794500246748223,2.5992404858047773,0.7207272466207515,2.8927863081728047,0.558154127814553
POLE2,0.02201130526410364,0.006825051833935347,0.02317381837262085,0.004413605313320197,0.005193935336261843,0.003158846829837366,0.0076783250973455975,0.015248989190956104,0.007324839930433559,0.006329161911121299,0.00897275874186457,0.0023246625900268554,0.002017535712127085,0.015380315617319569,0.005101149826380559,0.03760954915500426,0.0003194789698516781
RPS3,1.7391286376612223,2.1269754520922564,1.489498077225786,2.739775203809808,2.2260827324481993,2.1581486745237926,1.4591848022155909,1.8233789122299489,3.165062508084849,0.8969423395972098,2.4143654443623235,3.2535442823410032,1.716507519875373,3.076367601039851,1.021942866330891,3.095076041583451,0.7594581138003956
TEAD1,0.14941641747170464,0.012172811569610476,0.19358854712484921,0.0020350687063777125,0.0031786843628385107,0.004597103190053067,0.06974130681229462,0.10841969350826156,0.0021187308918597728,0.21544779134133168,0.005748603203341405,0.002651347714662552,0.003045972098003734,0.001079443110285537,0.32847787431209763,0.03287179446386025,0.05646907199512829
LONP1,0.16398809329625866,0.06001739775416513,0.05166600987168058,0.04013176836079042,0.040790955873353234,0.06688816464370798,0.11196859226176376,0.05896280353880566,0.02452172586770538,0.14660725261895888,0.021455053669517866,0.022636980199813844,0.03775009541557385,0.027958203111608713,0.08017133632836314,0.002235663486070636,0.2685009837150574
ALDOA,1.0717263524547893,1.056137772160548,0.6277462401242115,1.0522341978005225,0.8056122299188028,1.2915654597381367,0.7866701140501935,0.7161380677839622,1.0443539887846318,1.3237249036469767,1.1041037534580793,0.8364617842674256,0.7402867018342851,1.12190754627214,1.115702331410667,0.06246705118090307,2.21633995663036
SF3A2,0.14147134459840136,0.07564890415483552,0.07269754888140433,0.09847976829752239,0.06475566011314995,0.06225036932388075,0.11729812498859045,0.10779089931215964,0.23716375252450742,0.03225163971224139,0.08000479938197712,0.10117714149355889,0.03464511094185022,0.18709699458125703,0.017450811545972878,0.04055364683169591,0.03627629036253149
UTP6,0.11733314322712586,0.09923300215207931,0.11554658833276402,0.14704571032698666,0.1343632096771277,0.10163412219908638,0.0704205544194907,0.06054101364042217,0.06589306771413565,0.08941537718619069,0.042381358050788694,0.07120409727096558,0.032085072431530984,0.08467941446541878,0.07262757084617726,0.1023980858574824,0.25829145312309265
EIF3E,0.6548659675488,0.7259283798047549,0.6445849359623972,1.0112085551873689,0.7614328045536737,0.7678822855189615,0.4832063740897318,0.5224537799829537,0.7728573932911711,0.32940610666428843,0.9057803956177535,1.1338471931457519,0.39806178920752516,0.838888480702573,0.4501994910267736,0.7794198032626487,0.3010990484194322
NOP56,0.4187354267154404,0.17046208922495712,0.2595168202484949,0.18096198282648715,0.18427556466474193,0.12259379900805849,0.32499502925056745,0.18997542571171255,0.18866333360441914,0.45640191267574987,0.1625795202983928,0.18783747277259827,0.13271962757502404,0.23539754275386715,0.14175536660100682,0.5302128279266469,0.7980496124787764
TRAPPC4,0.2667096378470064,0.13492993482933602,0.26088103067723584,0.1436447542263263,0.13839053628406417,0.1186349009360556,0.21959162236941032,0.17164485681287248,0.194866477400611,0.20093096023605717,0.13523045461874544,0.11750945739746094,0.12783466542621594,0.22985289270689133,0.2311080232521013,0.3372368846005038,0.41058389707045123
NSL1,0.22626778570259035,0.1695467530013839,0.20123500228768848,0.16030871853085668,0.19558623065934894,0.1500180417703903,0.3452051820094822,0.14484980339281273,0.11482420845094313,0.1973778816961473,0.1131560949473854,0.10628612518310547,0.11225819032821623,0.12611624843962177,0.2348197905314451,0.13303784306231112,0.05838657255199822
FXN,0.057370655475196486,0.05023425540399297,0.06504973379845175,0.04892033683143159,0.05722335449658763,0.04208474375603696,0.043077774283194634,0.05279312808658889,0.03497622722081584,0.06526698962214493,0.04224383878963563,0.04161407852172851,0.05608641892879993,0.054920500725831024,0.06559261283433507,0.004940006392236533,0.002734178846532648
HINFP,0.053206384065123714,0.021647841121465047,0.03227673222971568,0.023122765340157392,0.021313820486158305,0.018816236530522668,0.042893093009186464,0.04014660982639262,0.025530491232913753,0.08607995708382898,0.012058240079368407,0.010910265064239501,0.01888172667134892,0.029058661696517166,0.050319962418837356,0.040995267269277554,0.2062708752399141
GPN1,0.11805660095122185,0.06482460191533997,0.10525756880998276,0.07133446694383475,0.06382372002779212,0.05976955298592496,0.050499241112917724,0.08784363652409274,0.09310494554265385,0.12567270589211293,0.053701899486316755,0.06979543395042419,0.025794428545278268,0.10901310406520502,0.0643190951705668,0.1378086288925758,0.06535964120518077
NHP2,0.5788098723340163,0.25738215021379335,0.3020979671283232,0.4003336581880473,0.2617437203552355,0.2287669174066531,0.388258383400346,0.29493018422403094,0.2847753951690014,0.40916116583731865,0.2589384491577864,0.28306837186813355,0.23084936233667228,0.4200358228445915,0.3512867847619029,0.6490164716811974,0.5088431239128113
NELFB,0.09981510424948431,0.04266008246723794,0.06505810323319751,0.062259537746014844,0.038207573879968044,0.06789276797378142,0.08728549056553266,0.06921656728676488,0.03476051551983649,0.09928744454537669,0.0475299280066912,0.030071294689178466,0.011936209105945134,0.06342564244234883,0.08176423014932974,0.00385063010197243,0.14405643533576618
VCP,0.3700282820866584,0.2336996747220733,0.3775952418869406,0.2839878880896372,0.24345408747373176,0.23693916094038966,0.3429376863820098,0.417633676422652,0.3551545115707349,0.5046979893119105,0.23029780595615787,0.21105745162963868,0.26684425568038767,0.2947562704751079,0.38600046510641284,0.04394249007567673,0.7098930857398293
SAP18,0.7103280592596287,0.6138587304208676,0.7298742340212985,0.7076966522378592,0.571932778043978,0.5626177808913889,0.7344632760691974,0.5941451655100217,0.6974580517181138,0.48282362400524076,0.6762479684308131,0.5512007753372192,0.4609873362562873,0.7288978579725401,0.661702911288752,1.0813852594040618,0.7918018048459833
CSE1L,0.16389748685532204,0.06624639628231223,0.13242698310544695,0.05540418480418301,0.05566434657023423,0.06393275941881629,0.18744151755199154,0.06947547091063207,0.04812299990791532,0.22716060088526818,0.04542178506825629,0.03381788506507873,0.03515220615830455,0.05016750367878431,0.14185341658619788,0.068710199705553,0.31004687601869757
MSTO1,0.04955874013190387,0.018939200579236752,0.036250791886797744,0.017577282770268095,0.01965664357697422,0.014491926357438352,0.03765313572421707,0.020359522653369988,0.01961339032144436,0.06520041228542404,0.014589828796105474,0.016102430057525634,0.012840102810959715,0.016460891491248936,0.02143455309674919,0.013061273382531395,0.19305865872990002
TIMM22,0.14472482318036686,0.038956587489400764,0.11098779193605118,0.04889930071809081,0.03424161045197781,0.03980288301770468,0.0550567208073019,0.12113429922582844,0.06690082603307083,0.22684376158060565,0.07123313752320114,0.05695190380215645,0.03192718035274452,0.08051867064054159,0.0819283909880357,0.1156146625713135,0.36161640963771124
SGO1,0.06071858504103894,0.011503622600295716,0.03170368223016286,0.021256328088049635,0.008683126252722545,0.0028880699562263286,0.006148441452388245,0.009006852779487621,0.01758032188327291,0.03356990194128406,0.02243076924024894,0.019034370040893554,0.004824281455232547,0.041196297694038035,0.005430310819233428,0.19892364863663287,0.0011592923070896757
RPS16,2.060794988606132,2.1167715911710485,1.6884819220420504,2.5448425006938686,2.198948950931511,2.0990763677328017,1.372959391198358,1.8397085457641693,2.5403595623160697,0.5243717182067132,1.7251968092956746,3.025939841079712,1.641137872125719,2.483808838540457,0.6084840600890231,2.547835565904387,0.4608216773379933
PSMB4,0.4126120907346035,0.25536404304330923,0.4249491012314983,0.3539764619300956,0.21326012871235,0.29479670328360985,0.446024982901149,0.39378041888062704,0.2605736423989298,0.31801888587013366,0.26908617892150266,0.2374781497478485,0.20751012121880805,0.32270326560259155,0.32462306243146777,0.19519998644862496,0.7147219506177035
GGPS1,0.17839204552010562,0.08902254091198485,0.1411540425672854,0.0932891282491147,0.10575691307633642,0.08336882009457586,0.13146515265459358,0.11037313424460424,0.058158641713379665,0.14649340672598732,0.08690620283658639,0.08590141800045967,0.049222847694283596,0.1043004679866659,0.20734508189162767,0.11895992785511723,0.19310798970135776
HSPA9,0.4879276005194833,0.2653614317434445,0.3645264216303321,0.2600232514128845,0.25673001013863117,0.24462632671695672,0.396005491656033,0.22730900460153952,0.2733521716792481,0.4899461514526798,0.23620142022662124,0.185085910320282,0.13016998726171214,0.3009734181047396,0.5276514029916312,0.1712855056464396,1.0557674061168323
ARF4,0.6006605463895991,0.39268646631163784,0.8325720864055187,0.35639812391955755,0.370865404237707,0.3728293150862547,0.4061700758973372,0.4636298285196653,0.27195894128242704,0.6803840764107243,0.23381397391771822,0.1558130397796631,0.4381953384075965,0.23486487939205453,0.4823211753644006,0.24009729289566872,0.5025175403464924
INTS8,0.053005771066778264,0.03714873295683316,0.08370214515747909,0.042283412273169105,0.027223752110565855,0.04181087967211455,0.03733951262619316,0.050346576087010736,0.047586151805306225,0.06106471054015621,0.03868513212766468,0.03476842241287231,0.012839133935895834,0.0366888610461286,0.05242759764539024,0.007300969371177312,0.03611771525307135
MED31,0.15827293810906978,0.06013623588502545,0.13183680853487237,0.0636000647685709,0.0625864759635988,0.06456788813107625,0.11092878575699804,0.12241144467250376,0.08362754627103479,0.10997580586662216,0.052294122469648915,0.06212272901535034,0.049219013120119386,0.08000447670826236,0.05536723274716063,0.12106759734730471,0.18330965800718826
ORC4,0.16614522666629242,0.05799655856470616,0.0855736091880099,0.05888456574174919,0.0688854956425603,0.05217716764321933,0.0998160492943109,0.07549767933487006,0.06252631550394856,0.21685365875882487,0.050255266015715,0.05244159779548645,0.02898769987213028,0.06966480894134723,0.17327664835604628,0.14936079163440064,0.201968637379733
POLR1E,0.07497812431376372,0.0242265431402897,0.03282133097877287,0.03053248810425036,0.024209068792308355,0.014372998452966497,0.02440893371635671,0.01765117611608746,0.08404207024402992,0.05123167418904843,0.021031522718894895,0.032484931564331056,0.012476837614199498,0.054265903823104616,0.044531246141202185,0.04935254117836933,0.004413603381677108
MED17,0.10067959489657934,0.0417861650154425,0.06372136627921601,0.04470630617221177,0.04942580413706823,0.037237167064882774,0.06623158625098492,0.07496173473913638,0.07928577432332407,0.11729491027372499,0.06532320723776523,0.06143531157374382,0.0231922704179387,0.08054504137338046,0.09580207835732168,0.027001012298489193,0.2321497987617146
AK6,0.19365827694145318,0.09353735035330873,0.17652158476990268,0.10545034498555646,0.10990131037707809,0.08420084696859279,0.14034066710484713,0.12922719151977266,0.08702173520767423,0.035563192059916836,0.1373547064714713,0.10218964285850525,0.08095187678203716,0.11904000977331876,0.18384814951461176,0.17997746740238582,0.02157485756007108
NCKAP1,0.22608558282861071,0.016476766000876785,0.2903842670877158,0.001671622555474385,0.00931821258604594,0.006111846027179709,0.1901011156850533,0.3184415202969782,0.006243026600740559,0.28408498004559546,0.023093845984891018,0.00407988634109497,0.011930381866184982,0.005595461893100823,0.3273567409184627,0.025216466799978264,0.5486562089486555
MTOR,0.05273446167098024,0.029631446831889417,0.04829174058435666,0.02835634762336136,0.02409524262498238,0.02929299362855523,0.047761036793626505,0.07062078793194106,0.034442012488478384,0.17528924370004284,0.030689334901344362,0.011405548858642579,0.022684598979833243,0.027915986439653935,0.12631552640585542,0.01306441482879808,0.1563419842753898
RANBP3,0.11061619941520483,0.07425446959119372,0.05797908525540899,0.06408252356570647,0.08935915129361004,0.046631474042919965,0.09238840440805596,0.057436288200197035,0.07577806105120587,0.13488565890058393,0.04788099920462028,0.04375073137283325,0.0403435085411672,0.07581344443231569,0.05980798550423859,0.017382553985291288,0.18777427754618906
TUBGCP6,0.038867453421382425,0.022327387029111384,0.024732142277009397,0.02576481384840977,0.01907458546208619,0.02475528818094265,0.03663377696032631,0.035400853972511165,0.029543672067257734,0.1424480640299378,0.0301520281918247,0.01457007176876068,0.02602356269799329,0.030974509511045682,0.09260701093112113,0.0047008659349542774,0.16502231122417885
TLN1,0.17383243237963722,0.3843439087633897,0.5539757774982533,0.409189048724715,0.3969821964089779,0.4421949126961111,0.21418286324044028,0.28518528304163804,0.32024929034256666,0.18632745616618665,0.2964347981256071,0.19165330119132995,0.06563700475059189,0.5111388661096067,0.18689368570471085,0.008643038679706613,0.060887157917022705
