gene,gtex_max_tpm,gtex_median_tpm,gtex_max_tissue,gtex_vital_organ_max,gtex_brain_max,gtex_brain_mean,gtex_nonbrain_max
RPL10A,2562.65,770.8135,Ovary,759.811,389.05699999999996,251.23992307692305,2562.65
RPL26L1,96.8167,17.54195,Testis,26.0811,19.8952,15.240915384615388,96.8167
RPL36,1540.83,426.2995,Ovary,425.63300000000004,256.60400000000004,205.382,1540.83
RPP25L,66.3498,23.33115,Muscle_Skeletal,29.8932,27.6346,20.705907692307694,66.3498
RPS11,6159.7,1938.32,Ovary,2229.85,1205.82,867.384923076923,6159.7
RPS15,1394.13,534.1804999999999,Ovary,524.554,497.73800000000006,315.60807692307696,1394.13
RPS16,4722.16,1445.1999999999998,Ovary,1676.55,694.4169999999999,469.8986153846154,4722.16
RPS17,1429.71,483.923,Cells_EBV-transformed_lymphocytes,514.125,263.901,170.42446153846154,1429.71
RPS21,1190.82,419.04650000000004,Ovary,432.796,415.00699999999995,244.40900000000005,1190.82
RPS25,4381.88,1295.1100000000001,Ovary,1383.17,919.195,616.5930000000001,4381.88
RPS29,176.72799999999998,57.29065,Cells_EBV-transformed_lymphocytes,67.0406,35.084,25.87959230769231,176.72799999999998
RPS3,1321.13,339.6385,Ovary,377.208,167.359,105.85037692307694,1321.13
RPS9,954.3380000000001,308.977,Ovary,384.85900000000004,215.63400000000001,121.64929230769229,954.3380000000001
RPTOR,18.8553,9.76496,Colon_Sigmoid,10.4818,14.8683,8.580119999999997,18.8553
RRP1,45.0745,15.5299,Cells_EBV-transformed_lymphocytes,16.3736,21.6218,14.141621538461537,45.0745
RRP12,26.9717,8.893335,Testis,12.1522,11.0194,7.0479699999999985,26.9717
RRP15,11.2453,5.16633,Cells_Cultured_fibroblasts,5.94115,5.9256,2.676161538461538,11.2453
RSAD1,96.7434,35.070350000000005,Brain_Cerebellum,42.7401,96.7434,36.161899999999996,74.4532
RSL1D1,122.82799999999999,37.609899999999996,Ovary,38.5445,42.8205,20.37379230769231,122.82799999999999
SAP18,191.15900000000002,70.34004999999999,Brain_Spinal_cord_cervical_c-1,73.5394,191.15900000000002,88.63599230769229,109.77799999999999
SBDS,562.956,148.418,Artery_Tibial,234.207,271.857,136.5663846153846,562.956
SCFD1,51.9694,23.44145,Pituitary,29.3584,26.5596,15.9364,51.9694
SEC62,86.3487,47.16465,Brain_Spinal_cord_cervical_c-1,50.0405,86.3487,52.80947692307692,69.6796
SEPSECS,12.6503,6.253755,Liver,12.6503,6.321619999999999,2.8906899999999998,12.6503
SETD5,79.3874,35.738200000000006,Brain_Cerebellum,52.3764,79.3874,24.423684615384616,61.3071
SF3A2,226.55200000000002,93.6319,Testis,106.91799999999999,131.22799999999998,45.51703076923077,226.55200000000002
SGO1,10.9984,0.08743820000000001,Cells_EBV-transformed_lymphocytes,0.275406,0.0718233,0.03265933076923077,10.9984
SKA1,25.1338,0.14838249999999997,Cells_EBV-transformed_lymphocytes,0.446378,1.46468,0.26751503846153846,25.1338
SLC35B2,119.209,35.882549999999995,Cells_Cultured_fibroblasts,41.7028,37.4293,21.064492307692305,119.209
SNAPC1,42.0549,7.26529,Cells_Cultured_fibroblasts,10.2168,7.17825,4.282816923076923,42.0549
SNAPC5,39.3829,20.6116,Brain_Cerebellar_Hemisphere,20.8115,39.3829,22.889546153846148,30.1609
SNRPB2,69.3803,24.7587,Cells_EBV-transformed_lymphocytes,30.0896,24.9601,18.32120769230769,69.3803
SNUPN,40.0247,12.86795,Testis,14.6774,13.919,10.122073076923076,40.0247
