gene,archetype,glioma_dep_fraction,min_subgroup_n,sl_n_contexts,sc_compartment,sc_specificity_tier,sc_malignant_mean,sc_malignant_specificity,sc_tme_dominated_flag,gtex_max_tpm,gtex_max_tissue,gtex_vital_organ_max,gtex_brain_max,lake_neuron_max,lake_brain_max,gbmap_normal_brain_max,safety_vital_organ,safety_brain_bulk,safety_brain_neuron,safety_body_wide,safety_composite,cns_high_risk,vital_high_risk
GPN1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1180566009512218,-0.0197520279413539,False,57.7581,Cells_EBV-transformed_lymphocytes,32.4083,33.4676,0.0413261033834367,0.0441544774399483,0.1378086288925758,0.4770318021201413,0.4840989399293286,0.7985865724381626,0.5653710247349824,0.5865724381625442,False,False
NHP2,pan-glioma-dep,0.9305555555555556,67,0,tumor-cell-expressed,not-TME-dominated-weak,0.5788098723340163,-0.0702065993471811,False,177.197,Cells_Cultured_fibroblasts,74.3198,79.4524,0.114457802763887,0.1800086794915008,0.6490164716811974,0.24028268551236753,0.23674911660777387,0.4558303886925795,0.2332155477031802,0.3109540636042403,False,False
NELFB,pan-glioma-dep,0.9722222222222222,70,0,tumor-cell-expressed,not-TME-dominated-weak,0.0998151042494843,0.0125296136839516,False,85.3512,Cervix_Endocervix,70.5855,70.7486,0.0843272296470399,0.1340450140690139,0.1440564353357661,0.2508833922261484,0.2826855123674912,0.6183745583038869,0.42402826855123676,0.3839811542991755,False,False
VCP,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.3700282820866584,-0.0476053943359935,False,229.147,Cells_Cultured_fibroblasts,165.635,108.986,0.1452800456512014,0.2045337853765914,0.7098930857398293,0.11660777385159016,0.16607773851590102,0.34275618374558303,0.176678445229682,0.20848056537102475,False,False
SAP18,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,0.7103280592596287,-0.3710572001444331,True,191.159,Brain_Spinal_cord_cervical_c-1,73.5394,191.159,0.1273028653381774,0.1522812817369687,1.0813852594040618,0.2438162544169611,0.08833922261484095,0.39575971731448767,0.215547703180212,0.2426383981154299,True,False
CSE1L,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.163897486855322,-0.0235440306966694,False,128.275,Testis,36.099,53.9961,0.1188349931383565,0.1662978756873645,0.3100468760186975,0.4487632508833922,0.3286219081272085,0.44522968197879864,0.31095406360424027,0.4075382803297998,False,False
MSTO1,pan-glioma-dep,0.9305555555555556,67,1,tumor-cell-expressed,not-TME-dominated-weak,0.0495587401319038,0.0119056044076867,False,35.2223,Testis,9.07858,10.3654,0.0246297348144525,0.0264749386932678,0.1930586587299,0.8551236749116607,0.7985865724381626,0.88339222614841,0.7420494699646643,0.8457008244994112,False,False
TIMM22,pan-glioma-dep,0.7222222222222222,52,0,tumor-cell-expressed,not-TME-dominated-weak,0.1447248231803668,0.0235905239545384,False,28.6197,Cells_Cultured_fibroblasts,14.8788,17.5073,0.0436645454878199,0.0436645454878199,0.3616164096377112,0.7561837455830389,0.7173144876325088,0.7915194346289752,0.8162544169611308,0.7550058892815077,False,False
SGO1,pan-glioma-dep,0.9722222222222222,70,2,tumor-cell-expressed,not-TME-dominated-weak,0.0607185850410389,-0.1382050635955939,False,10.9984,Cells_EBV-transformed_lymphocytes,0.275406,0.0718233,,,0.1989236486366328,0.9823321554770318,0.9858657243816255,0.49823321554770317,0.950530035335689,0.8221436984687868,False,False
RPS16,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,2.060794988606132,-0.9651448524735796,True,4722.16,Ovary,1676.55,694.4169999999999,0.2842234379653622,0.4175239428283054,2.547835565904387,0.0035335689045936647,0.007067137809187329,0.12720848056537104,0.0035335689045936647,0.04593639575971734,True,True
PSMB4,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.4126120907346035,-0.0334128921665455,False,509.32199999999995,Cells_EBV-transformed_lymphocytes,324.60400000000004,319.935,0.1819538192836557,0.2270779755332706,0.7147219506177035,0.06360424028268552,0.03886925795053009,0.27561837455830385,0.07773851590106007,0.12603062426383982,True,True
GGPS1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1783920455201056,0.0372380029528202,False,33.3609,Testis,16.2817,17.6648,0.1144957245518677,0.1672183864207884,0.2073450818916276,0.7243816254416962,0.7137809187279152,0.45229681978798586,0.7597173144876326,0.6301531213191991,False,False
HSPA9,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.4879276005194833,0.0919221088634503,False,301.843,Cells_EBV-transformed_lymphocytes,126.269,130.74,0.3361202298801972,0.3890122741000378,1.0557674061168325,0.14840989399293292,0.12014134275618371,0.06360424028268552,0.13780918727915192,0.11071849234393405,True,False
ARF4,pan-glioma-dep,0.8333333333333334,60,0,tumor-cell-expressed,not-TME-dominated-weak,0.6006605463895991,-0.2319115400159196,False,433.202,Cells_Cultured_fibroblasts,186.221,77.1945,0.0998938636507716,0.1772534700991645,0.6803840764107243,0.11307420494699649,0.2544169611307421,0.568904593639576,0.0848056537102474,0.31213191990577155,False,False
INTS8,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.0530057710667782,-0.0306963740907008,False,37.5241,Testis,17.8692,21.7448,0.1328214424272983,0.2147720456781175,0.0610647105401562,0.6925795053003534,0.646643109540636,0.37809187279151946,0.6961130742049471,0.5724381625441696,False,False
MED31,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1582729381090697,0.0264361295741974,False,30.9855,Pituitary,15.2446,18.9079,0.0839188622624266,0.0839188622624266,0.1833096580071882,0.7526501766784452,0.6996466431095406,0.6254416961130742,0.7809187279151943,0.6925795053003534,False,False
ORC4,pan-glioma-dep,0.6666666666666666,48,0,tumor-cell-expressed,not-TME-dominated-weak,0.1661452266662924,0.0167844350318917,False,21.4482,Brain_Cerebellar_Hemisphere,8.47377,21.4482,0.2600336256127175,0.3666927872263698,0.2168536587588248,0.8657243816254416,0.657243816254417,0.15194346289752647,0.8763250883392226,0.558303886925795,False,False
POLR1E,pan-glioma-dep,0.8611111111111112,62,0,tumor-cell-expressed,not-TME-dominated-weak,0.0749781243137637,-0.0090639459302662,False,49.7175,Cells_EBV-transformed_lymphocytes,18.6492,14.4614,0.01780502090637,0.01780502090637,0.0512316741890484,0.6784452296819787,0.7561837455830389,0.911660777385159,0.6113074204946997,0.7820965842167255,False,False
MED17,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1006795948965793,0.0201345535231988,False,16.3335,Ovary,7.79347,11.776,0.0809841316438101,0.1025291854522798,0.2321497987617146,0.8798586572438163,0.7809187279151943,0.6325088339222615,0.9257950530035336,0.7644287396937575,False,False
AK6,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.1936582769414531,0.0136808095390673,False,43.8401,Cells_EBV-transformed_lymphocytes,28.2868,27.0199,0.0501069579826402,0.0660301332816294,0.1838481495146117,0.5335689045936396,0.558303886925795,0.7632508833922261,0.657243816254417,0.6183745583038869,False,False
NCKAP1,pan-glioma-dep,0.5555555555555556,40,0,tumor-cell-expressed,not-TME-dominated-weak,0.2260855828286107,-0.0923559374683674,False,46.0555,Artery_Tibial,21.3214,30.7027,0.6132361128267699,0.6132361128267699,0.5486562089486555,0.6289752650176679,0.5088339222614842,0.010600706713780883,0.6501766784452296,0.38280329799764434,True,False
MTOR,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0527344616709802,-0.0178863262609608,False,35.5128,Testis,15.2756,27.0759,0.1883991627417965,0.304607558816008,0.1752892437000428,0.7491166077738516,0.5547703180212014,0.2544169611307421,0.7385159010600706,0.519434628975265,False,False
RANBP3,subset-dep,0.3472222222222222,25,0,tumor-cell-expressed,not-TME-dominated-weak,0.1106161994152048,0.0182277950071488,False,65.5193,Testis,38.4806,47.9819,0.0635768336304918,0.0667123612242068,0.187774277546189,0.4204946996466431,0.3568904593639576,0.7243816254416962,0.519434628975265,0.5005889281507656,False,False
TUBGCP6,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0388674534213824,0.0022336764610561,False,124.742,Brain_Cerebellum,50.1992,124.742,0.2794305772115221,0.2794305772115221,0.1650223112241788,0.3286219081272085,0.1413427561837456,0.14487632508833925,0.31448763250883394,0.2049469964664311,False,False
TLN1,subset-dep,0.4722222222222222,34,3,TME-dominated,TME-dominated,0.1738324323796372,-0.3801433451186161,True,772.2180000000001,Artery_Tibial,229.551,42.849,0.0864057994486117,0.3799726451963154,0.2141828632404402,0.08833922261484095,0.3992932862190812,0.6042402826855124,0.05300353356890464,0.36395759717314485,False,True
RNF4,pan-glioma-dep,0.6666666666666666,48,1,tumor-cell-expressed,not-TME-dominated-weak,0.1024492858915855,-0.026641684954548,False,60.49100000000001,Cells_EBV-transformed_lymphocytes,27.1468,30.7566,0.1998066685176175,0.2252349220658199,0.2912711943950384,0.5512367491166077,0.5053003533568905,0.22614840989399299,0.5547703180212014,0.4275618374558304,False,False
CLNS1A,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.3963107021316321,-0.0637760578643913,False,65.4102,Cells_EBV-transformed_lymphocytes,24.3317,38.4877,0.2154824029136832,0.2286347774792221,0.4600867599960235,0.5830388692579505,0.42756183745583043,0.19081272084805656,0.5229681978798586,0.4004711425206125,False,False
ZNF593,pan-glioma-dep,0.5555555555555556,40,0,tumor-cell-expressed,not-TME-dominated-weak,0.2027739523979403,0.0372983216169067,False,0.0,Adipose_Subcutaneous,0.0,0.0,0.0405052215802652,0.0666738386557816,0.1360546079939656,0.9929328621908127,0.9946996466431095,0.8056537102473498,0.9964664310954063,0.931095406360424,False,False
RAE1,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.1641413208913347,-0.1484780744158823,False,102.134,Testis,15.9061,35.8519,0.061845115598657,0.0727042157150205,0.3126193953072171,0.734982332155477,0.4558303886925795,0.7314487632508834,0.36042402826855124,0.64075382803298,False,False
WDHD1,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.0268195996782108,-0.0186066911478018,False,22.9163,Cells_EBV-transformed_lymphocytes,1.67769,2.3856599999999997,0.0560585249605416,0.0822859425437323,0.0454262908260126,0.9434628975265018,0.9328621908127208,0.7526501766784452,0.8657243816254416,0.8763250883392226,False,False
NOM1,pan-glioma-dep,0.9444444444444444,68,0,tumor-cell-expressed,not-TME-dominated-weak,0.0988188831185891,0.0368070845454436,False,17.2406,Cells_Cultured_fibroblasts,9.86874,8.53218,0.0931685325155502,0.102964699307966,0.0524845805484801,0.833922261484099,0.8268551236749117,0.5901060070671378,0.9187279151943463,0.7502944640753828,False,False
UBL5,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,1.2471611725826055,-0.193679995794944,False,471.12,Pituitary,386.675,347.789,0.1874002074373449,0.2527048831605781,1.4408411683775495,0.04240282685512364,0.03180212014134276,0.25795053003533563,0.08127208480565373,0.11071849234393401,True,True
PELP1,pan-glioma-dep,0.9722222222222222,70,0,tumor-cell-expressed,not-TME-dominated-weak,0.0887620322369892,0.0060821792683443,False,63.5099,Testis,25.7764,54.2249,0.1505429818855744,0.175817667146483,0.110504325479269,0.5724381625441697,0.3250883392226148,0.33215547703180215,0.5371024734982333,0.4098939929328622,False,False
VHL,pan-glioma-dep,0.8472222222222222,61,0,tumor-cell-expressed,not-TME-dominated-weak,0.0956803460829412,0.0085564913498147,False,47.64,Cells_EBV-transformed_lymphocytes,20.3767,29.8002,0.0692731180058637,0.0975368187123661,0.0758908372564906,0.646643109540636,0.5159010600706714,0.6925795053003534,0.6325088339222615,0.6183745583038869,False,False
RPS9,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,1.8442007008012145,-0.9962040459070458,True,954.338,Ovary,384.859,215.634,0.1922075044746668,0.3960777297387238,2.84040474670826,0.04593639575971731,0.07067137809187274,0.2438162544169611,0.04593639575971731,0.12014134275618371,True,True
CDK7,pan-glioma-dep,1.0,72,1,tumor-cell-expressed,not-TME-dominated-weak,0.0542701188173384,-0.0040089638556341,False,50.2068,Testis,20.4827,16.4843,0.0743761376631142,0.1010543566639365,0.2160667221654545,0.6431095406360424,0.734982332155477,0.667844522968198,0.6042402826855124,0.6819787985865725,False,False
PSMA2,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,0.5479604799551285,-0.4911991362474865,True,121.792,Cells_EBV-transformed_lymphocytes,42.5178,28.0195,,,1.039159616202615,0.3851590106007067,0.5335689045936396,0.49823321554770317,0.32155477031802115,0.47232037691401646,False,False
RPS15,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,2.499972479053676,-0.6410461063421371,True,1394.13,Ovary,524.554,497.73800000000006,0.4007586563087091,0.4864115476760287,1.8455726816126783,0.021201413427561877,0.014134275618374548,0.035335689045936425,0.03180212014134276,0.023557126030624282,True,True
RPS11,pan-glioma-dep,1.0,72,0,TME-dominated,TME-dominated,1.758581995306871,-1.0804656210795425,True,6159.7,Ovary,2229.85,1205.82,0.2865434226325516,0.4093290119095401,2.3232478246087487,0.0,0.0,0.12367491166077738,0.0,0.041224970553592456,True,True
DHX33,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0901877170560399,0.0269899323430683,False,29.0038,Cells_EBV-transformed_lymphocytes,10.7487,17.7512,0.0203075244874824,0.0638560959253914,0.1205469458787278,0.8162544169611308,0.7102473498233215,0.9045936395759717,0.8091872791519434,0.8103651354534747,False,False
CLCC1,subset-dep,0.4166666666666667,30,0,tumor-cell-expressed,not-TME-dominated-weak,0.0869201286039076,-0.036486992303612,False,35.8898,Uterus,23.7936,19.857,,,0.2210857977549876,0.6007067137809188,0.6784452296819787,0.49823321554770317,0.7279151943462898,0.5924617196702002,False,False
RRP12,pan-glioma-dep,1.0,72,0,tumor-cell-expressed,not-TME-dominated-weak,0.0272881685598403,-0.0264589599831479,False,26.9717,Testis,12.1522,11.0194,0.1334835472209831,0.1334835472209831,0.0582902363755486,0.7985865724381626,0.784452296819788,0.3745583038869258,0.8268551236749117,0.6525323910482922,False,False
