gene,f_dep_selectivity,f_dep_breadth,f_pan_ess_penalty,f_sl_strength,f_sl_breadth,f_sc_specificity,f_sc_tme_penalty,f_tumor_enrichment,f_tumor_prevalence,f_safety,f_tractability,f_novelty,cat_dependency,cat_selectivity,cat_synthetic_lethality,cat_tumor_specificity,cat_tumor_enrichment,cat_therapeutic_window,cat_tractability,baseline_composite
NOLC1,0.9434628975265018,0.75,0.5662139219015281,0.0,0.0,0.37410071942446044,1.0,0.13427561837455831,0.3986928104575163,0.32037691401649,0.0,1.0,0.8467314487632509,0.5662139219015281,0.0,0.6870503597122302,0.2664842144160373,0.32037691401649,0.0,0.3838366941156481
GPX4,0.9399293286219081,0.8888888888888888,0.2945670628183361,0.0,0.0,0.30935251798561153,1.0,0.2968197879858657,0.8627450980392157,0.0895170789163722,0.6,1.0,0.9144091087553985,0.2945670628183361,0.0,0.6546762589928058,0.5797824430125407,0.0895170789163722,0.6,0.4475645646422076
KIF18B,0.9363957597173145,0.5694444444444444,0.6740237691001698,0.21193587822128349,0.5,0.7410071942446043,1.0,0.9929328621908127,0.9934640522875816,0.96113074204947,0.0,1.0,0.7529201020808794,0.6740237691001698,0.35596793911064173,0.8705035971223021,0.9931984572391972,0.96113074204947,0.0,0.6582492295289514
TRAPPC13,0.9328621908127208,0.4583333333333333,0.7988115449915111,0.0,0.0,0.7230215827338129,1.0,0.3250883392226148,0.7124183006535948,0.5559481743227326,0.0,1.0,0.695597762073027,0.7988115449915111,0.0,0.8615107913669064,0.5187533199381048,0.5559481743227326,0.0,0.49008879895604024
PTK2,0.9293286219081273,0.75,0.5050933786078099,0.20763817912291566,0.5,0.08633093525179857,0.0,0.07420494699646643,0.3202614379084967,0.3792697290930507,1.0,0.0,0.8396643109540636,0.5050933786078099,0.3538190895614578,0.04316546762589928,0.19723319245248155,0.3792697290930507,1.0,0.47403502404210895
UBC,0.9257950530035336,0.2916666666666667,0.8862478777589136,0.25026853996819926,0.25,0.19424460431654678,1.0,0.46996466431095407,0.915032679738562,0.0400471142520612,0.6,1.0,0.6087308598351001,0.8862478777589136,0.2501342699840996,0.5971223021582734,0.692498672024758,0.0400471142520612,0.6,0.5249687280018865
RPL10A,0.9222614840989399,1.0,0.0,0.0,0.0,0.017985611510791366,0.0,0.6607773851590106,0.9738562091503268,0.0824499411071849,0.6,0.0,0.9611307420494699,0.0,0.0,0.008992805755395683,0.8173167971546687,0.0824499411071849,0.6,0.35284146943810274
FGFR1,0.9187279151943463,0.2777777777777778,0.9066213921901528,0.0,0.0,0.8812949640287769,1.0,0.3957597173144876,0.5882352941176471,0.1648998822143698,1.0,0.0,0.598252846486062,0.9066213921901528,0.0,0.9406474820143884,0.4919975057160674,0.1648998822143698,1.0,0.5860598726601486
SPOUT1,0.9151943462897526,1.0,0.001697792869269965,0.0,0.0,0.7877697841726619,1.0,0.5653710247349824,0.9084967320261438,0.5276796230859836,0.25,1.0,0.9575971731448762,0.001697792869269965,0.0,0.8938848920863309,0.736933878380563,0.5276796230859836,0.25,0.4811133370810034
BCCIP,0.911660777385159,0.875,0.30050933786078093,0.0,0.0,0.38848920863309355,1.0,0.1696113074204947,0.6666666666666666,0.5288574793875147,0.0,1.0,0.8933303886925795,0.30050933786078093,0.0,0.6942446043165468,0.41813898704358066,0.5288574793875147,0.0,0.4050115424715718
POLR1H,0.9081272084805654,0.9861111111111112,0.06451612903225801,0.0,0.0,0.2589928057553957,1.0,0.8798586572438163,0.9934640522875816,0.4570082449941107,0.25,1.0,0.9471191597958383,0.06451612903225801,0.0,0.6294964028776978,0.936661354765699,0.4570082449941107,0.25,0.46925732735222914
EAF1,0.9045936395759717,0.625,0.6400679117147707,0.0,0.0,0.4172661870503597,1.0,0.3321554770318021,0.7450980392156863,0.6855123674911661,0.0,1.0,0.7647968197879859,0.6400679117147707,0.0,0.7086330935251799,0.5386267581237442,0.6855123674911661,0.0,0.4768052786632638
NHLRC2,0.901060070671378,0.7777777777777778,0.41595925297113756,0.0,0.0,0.4316546762589928,1.0,0.10954063604240283,0.2418300653594771,0.5759717314487632,0.0,1.0,0.839418924224578,0.41595925297113756,0.0,0.7158273381294964,0.17568535070093996,0.5759717314487632,0.0,0.38898037106784505
FRS2,0.8975265017667845,0.2361111111111111,0.9049235993208828,0.0,0.0,0.6079136690647482,1.0,0.38162544169611307,0.7124183006535948,0.5936395759717314,0.0,1.0,0.5668188064389478,0.9049235993208828,0.0,0.8039568345323741,0.5470218711748539,0.5936395759717314,0.0,0.48805152677697006
CCT6A,0.8939929328621908,1.0,0.001697792869269965,0.0,0.0,0.9964028776978417,1.0,0.833922261484099,0.9869281045751634,0.1908127208480565,0.25,1.0,0.9469964664310955,0.001697792869269965,0.0,0.9982014388489209,0.9104251830296313,0.1908127208480565,0.25,0.4711619431467106
ALG1,0.8904593639575972,0.9583333333333334,0.15449915110356538,0.0,0.0,0.6546762589928058,1.0,0.773851590106007,0.954248366013072,0.7714958775029447,0.0,1.0,0.9243963486454653,0.15449915110356538,0.0,0.8273381294964028,0.8640499780595394,0.7714958775029447,0.0,0.5059684978297025
CDC25B,0.8869257950530035,0.3888888888888889,0.8047538200339559,0.0,0.0,0.7661870503597122,1.0,0.4381625441696113,0.7189542483660131,0.1460541813898704,1.0,1.0,0.6379073419709462,0.8047538200339559,0.0,0.8830935251798562,0.5785583962678122,0.1460541813898704,1.0,0.5786238949774916
TIMM9,0.8833922261484098,0.8055555555555556,0.43463497453310695,0.0,0.0,0.5827338129496403,1.0,0.5547703180212014,0.954248366013072,0.5606595995288575,0.25,1.0,0.8444738908519827,0.43463497453310695,0.0,0.7913669064748201,0.7545093420171367,0.5606595995288575,0.25,0.5193778162008434
KLF16,0.8798586572438163,0.4583333333333333,0.7809847198641766,0.0,0.0,0.5899280575539568,1.0,0.038869257950530034,0.0522875816993464,0.6442873969375736,0.0,1.0,0.6690959952885748,0.7809847198641766,0.0,0.7949640287769784,0.04557841982493822,0.6442873969375736,0.0,0.41927293724174886
KIF2C,0.8763250883392226,0.3333333333333333,0.8225806451612903,0.30190429192133933,0.75,0.46402877697841727,1.0,0.9823321554770318,1.0,0.9481743227326266,0.6,1.0,0.6048292108362779,0.8225806451612903,0.5259521459606696,0.7320143884892086,0.9911660777385158,0.9481743227326266,0.6,0.7463881129883697
GOLT1B,0.872791519434629,0.3888888888888889,0.8123938879456707,0.0,0.0,0.4568345323741007,1.0,0.40636042402826855,0.8235294117647058,0.3404004711425206,0.0,1.0,0.6308402041617589,0.8123938879456707,0.0,0.7284172661870504,0.6149449178964872,0.3404004711425206,0.0,0.44671382104764107
TCP1,0.8692579505300353,1.0,0.0,0.0,0.0,0.8633093525179856,1.0,0.2826855123674912,0.6601307189542484,0.2579505300353357,0.25,1.0,0.9346289752650176,0.0,0.0,0.9316546762589928,0.47140811566086976,0.2579505300353357,0.25,0.40652032817431655
