gene,glioma_mean,cohens_d,dep_fdr,glioma_dep_fraction,pan_ess_fraction,is_common_essential,archetype,sl_effect,sl_n_contexts,sl_best_context,sl_context_type,is_SL_partner_of_lost_TSG,lost_TSG_partner,sc_malignant_specificity,sc_tme_dominated_flag,sc_malignant_mean,sc_measured,sc_compartment,sc_specificity_tier,tcga_vs_normal_log2fc,tcga_pct_over_normal,tcga_gbm_median_log2tpm,safety_composite,safety_vital_organ,safety_brain_bulk,safety_brain_neuron,gtex_brain_max,lake_neuron_max,cns_high_risk,vital_high_risk,min_subgroup_n,tractability_score,novelty_score,has_inhibitor_moa,chembl_action_types,chembl_n_potent,dgidb_n_drugs,ot_drug_count,ot_sm_approved_drug,uniprot_kinase,uniprot_enzyme,uniprot_membrane,uniprot_loc
PRKRA,-0.9662097490623373,-0.5910458212163545,0.0042603212196238,0.7638888888888888,0.566213921901528,True,pan-glioma-dep,0.0,0,,,False,,0.0115011697642112,False,0.2261906506176301,True,tumor-cell-expressed,not-TME-dominated-weak,0.9558,0.9084967320261438,5.44,0.3816254416961131,0.4522968197879858,0.3886925795053003,0.303886925795053,43.6404,0.1684755220468718,False,False,55,0.0,1.0,False,,0,0,0,False,False,False,False,
PREB,-1.3245060720293798,-0.5884749603404855,0.0058088181033216,1.0,0.9957555178268253,True,pan-glioma-dep,0.0,0,,,False,,0.0074852171274434,False,0.1204146912990853,True,tumor-cell-expressed,not-TME-dominated-weak,1.2297000000000002,0.9803921568627452,5.729,0.3839811542991755,0.2367491166077738,0.2791519434628975,0.6360424028268552,71.4374,0.0793629532100448,False,False,72,0.0,1.0,False,,0,0,0,False,False,False,False,
TAF1A,-0.8514352868218209,-0.5878582515876799,0.0006584379260915,0.9583333333333334,0.9134125636672326,True,pan-glioma-dep,0.0,0,,,False,,-0.0181211418956297,False,0.0332020828406834,True,tumor-cell-expressed,not-TME-dominated-weak,1.7445000000000002,0.8954248366013072,2.2206,0.9199057714958776,0.9257950530035336,0.9257950530035336,0.9081272084805654,2.7639,0.0188173715460713,False,False,69,0.2,1.0,False,,0,0,0,False,False,False,False,
CCT4,-2.343145135900357,-0.5863866249769962,0.0002182350530981,1.0,1.0,True,pan-glioma-dep,0.3753332109158775,1,PTEN_loss,TSG-loss,True,PTEN,0.0157370074954584,False,0.4691889452902107,True,tumor-cell-expressed,not-TME-dominated-weak,1.3263500000000006,0.9869281045751634,6.7953,0.209658421672556,0.2084805653710247,0.1484098939929329,0.2720848056537103,123.665,0.1846498132219642,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
HSCB,-0.7795978828207253,-0.5827719393294765,0.000995926108835,0.8194444444444444,0.6714770797962648,True,pan-glioma-dep,0.3164264283285088,1,PTEN_loss,TSG-loss,True,PTEN,-0.0028653801931029,False,0.0886243568726425,True,tumor-cell-expressed,not-TME-dominated-weak,1.1220999999999997,0.9215686274509804,4.3702,0.724381625441696,0.7102473498233215,0.7632508833922261,0.6996466431095406,14.3281,0.0689515511258132,False,False,59,0.0,1.0,False,,0,0,0,False,False,False,False,
EIF3B,-1.9525312034467044,-0.5812269629147955,0.000669409621627,1.0,1.0,True,pan-glioma-dep,0.0,0,,,False,,0.1168654088306048,False,0.258611539714991,True,tumor-cell-expressed,not-TME-dominated-weak,1.65095,0.9477124183006536,6.577,0.2614840989399293,0.1943462897526502,0.2261484098939929,0.3639575971731449,80.9414,0.1386373527125507,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
HAUS2,-0.8619193091620576,-0.5808780278219411,0.0005574275731019,0.9861111111111112,0.9439728353140916,True,pan-glioma-dep,0.0,0,,,False,,-0.0095990995960267,False,0.0688308631682229,True,tumor-cell-expressed,not-TME-dominated-weak,1.4456000000000002,0.954248366013072,3.8788,0.7844522968197879,0.8091872791519434,0.7879858657243817,0.7561837455830389,10.6791,0.0540947694651857,False,False,71,0.0,1.0,False,,0,0,0,False,False,False,False,
SETD5,-0.419652485955478,-0.5772164850179105,0.0001892432872463,0.2916666666666667,0.1621392190152801,False,subset-dep,0.0,0,,,False,,0.0786531535327721,False,0.3221397209124105,True,tumor-cell-expressed,not-TME-dominated-weak,0.7990000000000004,0.5490196078431373,5.2277,0.1919905771495877,0.3180212014134276,0.2402826855123675,0.0176678445229682,79.3874,0.582556377940343,True,False,21,0.0,1.0,False,,0,0,0,False,False,False,False,
UBTF,-1.832667329430146,-0.5740993889031781,0.0016550197775287,1.0,0.9991511035653652,True,pan-glioma-dep,0.0,0,,,False,,-0.0276467851592863,False,0.1564228735170817,True,tumor-cell-expressed,not-TME-dominated-weak,0.8284000000000002,0.6862745098039216,5.5702,0.3250883392226149,0.4275618374558304,0.2650176678445229,0.2826855123674912,72.8934,0.1719146162745415,False,False,72,0.0,1.0,False,,0,0,0,False,False,False,False,
ERCC6L,-0.3698916069049586,-0.56632214696083,0.0028148235487242,0.2361111111111111,0.1018675721561969,False,subset-dep,0.0,0,,,False,,-0.0068805742896501,False,0.005205163384812,True,tumor-cell-expressed,not-TME-dominated-weak,4.3584000000000005,0.9869281045751634,-0.2498,0.9646643109540636,0.978798586572438,0.9681978798586572,0.9469964664310954,0.453913,0.0040237751041179,False,False,17,0.0,1.0,False,,0,0,0,False,False,False,False,
NDC1,-0.6778604951759178,-0.5633794862735895,0.0095864954070582,0.7083333333333334,0.4966044142614601,False,pan-glioma-dep,0.0,0,,,False,,-0.0100085540486537,False,0.0416163429938642,True,tumor-cell-expressed,not-TME-dominated-weak,2.3812,0.9934640522875816,3.222,0.8068315665488811,0.8904593639575972,0.88339222614841,0.646643109540636,6.663189999999999,0.0771818577138334,False,False,51,0.0,1.0,False,,0,0,0,False,False,False,False,
PES1,-1.195237715292269,-0.5631982342271135,0.0086082841414112,0.9861111111111112,0.9855687606112056,True,pan-glioma-dep,0.0,0,,,False,,0.0131691580981099,False,0.100105254822553,True,tumor-cell-expressed,not-TME-dominated-weak,1.3708,0.954248366013072,5.6358,0.6136631330977621,0.441696113074205,0.5618374558303887,0.8374558303886925,26.8177,0.0351652502723212,False,False,71,0.25,1.0,False,,0,0,0,False,False,False,False,
CYFIP1,-0.4150556877751969,-0.561393908364208,0.0019537877461623,0.375,0.1561969439728353,False,subset-dep,0.0,0,,,False,,-0.4717261862096942,True,0.1262155990143795,True,TME-dominated,TME-dominated,2.3415999999999997,0.9869281045751634,6.013,0.4016489988221437,0.303886925795053,0.7243816254416962,0.176678445229682,17.0979,0.2239179841614645,False,False,27,0.6,1.0,False,,0,0,0,False,False,False,False,
PDCD5,-0.5801281897942498,-0.5609150063673698,0.0007676579095616,0.5694444444444444,0.3930390492359932,False,pan-glioma-dep,0.0,0,,,False,,0.1726069908212209,False,0.6107044792978491,True,tumor-cell-expressed,confirmed-malignant-enriched,0.5659499999999991,0.7450980392156863,6.9491,0.2650176678445229,0.2720848056537103,0.2579505300353356,0.2650176678445229,77.0623,0.1858034673395531,False,False,41,0.0,1.0,False,,0,0,0,False,False,False,False,"Nucleus;Cytoplasm, cytosol"
RABGGTB,-1.650650036356352,-0.5519941302670252,0.000338614327615,1.0,0.9940577249575552,True,pan-glioma-dep,0.0,0,,,False,,-0.0789633093073271,False,0.1751746452892076,True,tumor-cell-expressed,not-TME-dominated-weak,0.4619,0.5686274509803921,5.4263,0.574793875147232,0.3992932862190812,0.6042402826855124,0.7208480565371025,24.4166,0.0668812536432924,False,False,72,0.6,1.0,False,,0,0,0,False,False,False,False,
SRSF2,-2.432834048134065,-0.550228199560888,0.0005331963997309,1.0,1.0,True,pan-glioma-dep,0.0,0,,,False,,-0.1247312932159395,False,0.6561835586551202,True,tumor-cell-expressed,not-TME-dominated-weak,0.9814999999999996,0.8823529411764706,7.2969,0.1060070671378092,0.0848056537102474,0.07773851590106,0.1554770318021201,203.651,0.2546332063903472,True,True,72,0.0,1.0,False,,0,2,0,False,False,False,False,
DPH3,-1.0269572999585623,-0.5497669372795417,0.001048921496838,0.9722222222222222,0.9490662139219016,True,pan-glioma-dep,0.0,0,,,False,,-0.0269981162959707,False,0.1253420406536549,True,tumor-cell-expressed,not-TME-dominated-weak,1.4283,0.9738562091503268,4.3082,0.7432273262661956,0.6749116607773852,0.7208480565371025,0.833922261484099,17.4471,0.0358976148246121,False,False,70,0.0,1.0,False,,0,0,0,False,False,False,False,
PPAN,-1.2292116749421227,-0.5479895971116631,0.0020318349826378,1.0,0.9906621392190152,True,pan-glioma-dep,0.0,0,,,False,,-0.0281184639086334,False,0.0783722691506745,True,tumor-cell-expressed,not-TME-dominated-weak,0.8166000000000002,0.6601307189542484,4.8832,0.5182567726737338,0.5759717314487632,0.4805653710247349,0.4982332155477031,33.4707,,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
UBE2C,-0.8605711210256115,-0.546736370886501,0.0071206465336362,0.875,0.766553480475382,True,pan-glioma-dep,0.0,0,,,False,,0.012669590296314,False,0.1781541255954786,True,tumor-cell-expressed,not-TME-dominated-weak,8.4954,1.0,5.9475,0.9599528857479388,0.92226148409894,0.9717314487632508,0.9858657243816256,0.395189,0.0009138988902585,False,False,63,0.0,1.0,False,,0,0,0,False,False,False,False,
ACTL6A,-1.7446082629060622,-0.5461463262229632,0.0008460632354804,1.0,0.99660441426146,True,pan-glioma-dep,0.0,0,,,False,,-0.0512922839035271,False,0.1707328107982775,True,tumor-cell-expressed,not-TME-dominated-weak,2.5437,0.9934640522875816,5.4585,0.740871613663133,0.5618374558303887,0.7279151943462898,0.9328621908127208,17.0924,0.0101832290471484,False,False,72,0.25,0.0,False,,1,2,0,False,False,False,False,Nucleus
RSAD1,-0.4654186277985885,-0.5448478603715176,0.0028668051957861,0.3888888888888889,0.2130730050933786,False,subset-dep,0.0,0,,,False,,0.0246262795278944,False,0.0852007917577984,True,tumor-cell-expressed,not-TME-dominated-weak,0.1005500000000001,0.1111111111111111,4.7767,0.3274440518256773,0.3816254416961131,0.1908127208480565,0.4098939929328622,96.7434,0.1248619639392159,False,False,28,0.0,1.0,False,,0,0,0,False,False,False,False,
PPP2R1A,-1.1083824372408606,-0.5441622775333287,1.2073222045370131e-06,0.9722222222222222,0.7792869269949066,False,pan-glioma-dep,0.3510646080602241,1,EGFR_amp,oncogene-amp,False,,0.0929809923613527,False,0.4934324198156891,True,tumor-cell-expressed,not-TME-dominated-weak,0.4946999999999999,0.5620915032679739,7.9809,0.1201413427561837,0.1908127208480565,0.0918727915194346,0.07773851590106,181.189,0.3204124154358109,True,False,70,0.25,1.0,False,,0,0,0,False,False,False,False,
RPTOR,-1.053273932286247,-0.5438969141507325,0.000906404865755,0.9861111111111112,0.9422750424448216,True,pan-glioma-dep,0.66723363240172,2,PDGFRA_amp,oncogene-amp,True,PTEN,0.0020310954573771,False,0.0318771839392377,True,tumor-cell-expressed,not-TME-dominated-weak,0.5705999999999998,0.5098039215686274,3.5887,0.5594817432273262,0.8197879858657244,0.7526501766784452,0.1060070671378091,14.8683,0.2969345638714566,False,False,71,0.6,0.0,False,,0,8,1,False,False,False,True,Lysosome membrane;Cytoplasm;Cytoplasmic granule
TMED2,-0.7275154351839777,-0.5435616045764478,0.0036709643423378,0.7361111111111112,0.5950764006791172,False,pan-glioma-dep,0.0,0,,,False,,-0.134407489277783,False,0.5442499762144333,True,tumor-cell-expressed,not-TME-dominated-weak,2.2829000000000006,0.9934640522875816,6.9088,0.4110718492343934,0.1802120141342755,0.3356890459363958,0.7173144876325088,52.3103,0.0670568158316905,False,False,53,0.0,1.0,False,,0,0,0,False,False,False,False,
PPP1R12A,-1.5006336075607003,-0.5416157505039944,0.0005030411469002,0.9722222222222222,0.9185059422750425,True,pan-glioma-dep,0.3877567702266944,1,EGFR_amp,oncogene-amp,False,,-0.2638991907567274,True,0.3048865055823081,True,TME-dominated,TME-dominated,0.6342499999999998,0.5359477124183006,3.9242,0.3109540636042403,0.3498233215547703,0.5795053003533569,0.0035335689045936,26.1476,0.8081513740501741,True,False,70,0.0,1.0,False,,0,0,0,False,False,False,False,
SNUPN,-1.1407632762558548,-0.5393538441417474,0.0007256871073551,0.9861111111111112,0.9558573853989814,True,pan-glioma-dep,0.0,0,,,False,,0.0042634834601949,False,0.0896336520756101,True,tumor-cell-expressed,not-TME-dominated-weak,1.0856944438399996,0.915032679738562,4.62064444384,0.7868080094228503,0.7667844522968198,0.7703180212014135,0.823321554770318,13.919,0.0374415982582004,False,False,71,0.6,1.0,False,,0,0,0,False,False,False,False,
MAK16,-1.972960381020508,-0.5352935061145768,0.0037428361876069,1.0,1.0,True,pan-glioma-dep,0.0,0,,,False,,0.0113503882202169,False,0.0555549757768602,True,tumor-cell-expressed,not-TME-dominated-weak,1.4251999999999998,0.9477124183006536,3.1327,0.8374558303886926,0.8374558303886925,0.8091872791519434,0.8657243816254416,9.92756,0.0287652208259044,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
CHMP7,-0.7243887474762436,-0.5351362175267755,0.0001203649847843,0.7638888888888888,0.5475382003395586,False,pan-glioma-dep,0.5575000216213699,1,PDGFRA_amp,oncogene-amp,False,,-0.0075762608039629,False,0.0800706815254437,True,tumor-cell-expressed,not-TME-dominated-weak,1.00765,0.7908496732026143,4.8223,0.5653710247349824,0.5477031802120141,0.469964664310954,0.6784452296819787,34.0546,0.0722943293007125,False,False,55,0.0,1.0,False,,0,0,0,False,False,False,False,
RAB1A,-0.4210589940276863,-0.5348031238607354,0.0146663318681966,0.25,0.1281833616298811,False,subset-dep,0.0,0,,,False,,-0.1718342638678126,False,0.4849652846518707,True,tumor-cell-expressed,not-TME-dominated-weak,0.9992,0.9477124183006536,7.1836,0.1189634864546525,0.1060070671378091,0.1024734982332155,0.1484098939929329,156.92600000000002,0.2682374978323078,False,False,18,0.25,1.0,False,,0,0,0,False,False,False,False,
CDK2,-0.8448083742538047,-0.5308904455899274,0.0053914476508516,0.8055555555555556,0.6884550084889643,True,pan-glioma-dep,0.7837150495945473,1,RB1_loss,TSG-loss,True,RB1,-0.0938563004915027,False,0.0567148694155115,True,tumor-cell-expressed,not-TME-dominated-weak,3.6476,1.0,4.9468,0.790341578327444,0.469964664310954,0.92226148409894,0.978798586572438,3.33791,0.0012341191090476,False,False,58,1.0,0.0,True,INHIBITOR,2409,117,14,False,True,True,False,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Nucleus, Cajal body;Cytoplasm"
SPCS2,-0.8229457740929401,-0.5283901338438861,0.0039284677962807,0.9305555555555556,0.8607809847198642,True,pan-glioma-dep,0.0,0,,,False,,-0.2612852116848322,True,0.8047259182913203,True,TME-dominated,TME-dominated,1.6533000000000009,0.9934640522875816,7.9739,0.4888103651354534,0.4558303886925795,0.4522968197879858,0.558303886925795,36.8482,0.1029555561251156,False,False,67,0.0,1.0,False,,0,0,0,False,False,False,False,
ELAC2,-1.0493517691063217,-0.5274707816789357,0.0003269928497981,1.0,0.9456706281833616,True,pan-glioma-dep,0.0,0,,,False,,0.0118959702541482,False,0.0959254187972442,True,tumor-cell-expressed,not-TME-dominated-weak,0.9879000000000008,0.8169934640522876,5.2518,0.5041224970553593,0.3957597173144876,0.4063604240282685,0.7102473498233215,41.9903,0.0677724077393937,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
GPR61,-0.5242748170260495,-0.525557654966108,0.0048542309604101,0.5138888888888888,0.3089983022071307,False,pan-glioma-dep,0.0,0,,,False,,-0.0005310998112283,False,0.0003536451382738,True,tumor-cell-expressed,not-TME-dominated-weak,-2.7023,0.0,-0.9132,0.906949352179034,0.9752650176678446,0.8939929328621908,0.8515901060070672,6.24385,0.0308725728394696,False,False,37,0.45,1.0,False,,0,1,0,False,False,False,False,
GRB2,-1.1902336095048938,-0.5251453443140328,0.0005574275731019,0.9305555555555556,0.7147707979626485,False,pan-glioma-dep,0.4569838635861266,1,EGFR_amp,oncogene-amp,False,,-0.4621887182365808,True,0.2465764851635604,True,TME-dominated,TME-dominated,0.6687500000000002,0.7516339869281046,6.1729,0.1790341578327443,0.2190812720848056,0.1837455830388692,0.1342756183745582,98.5342,0.2828186107935702,False,False,67,0.8,0.0,False,,204,4,1,False,False,False,False,Nucleus;Cytoplasm;Endosome
ODR4,-0.4081693053076795,-0.5240624271668755,0.0003659325666209,0.2777777777777778,0.1553480475382003,False,subset-dep,0.0,0,,,False,,-0.0087966883215819,False,0.1201599037012223,True,tumor-cell-expressed,not-TME-dominated-weak,0.7311000000000001,0.6143790849673203,3.4384,0.6171967020023558,0.6643109540636043,0.6890459363957597,0.4982332155477031,19.1314,,False,False,20,0.0,1.0,False,,0,0,0,False,False,False,False,
ZNHIT3,-0.6695738935208303,-0.5239412619010225,0.0032025683114606,0.6666666666666666,0.5314091680814941,False,pan-glioma-dep,0.0,0,,,False,,-0.0616174700109523,False,0.2599810376361254,True,tumor-cell-expressed,not-TME-dominated-weak,0.4994499999999995,0.6470588235294118,5.8118,0.5995288574793874,0.6855123674911661,0.441696113074205,0.6713780918727915,37.9384,0.0740165737978659,False,False,48,0.0,1.0,False,,0,0,0,False,False,False,False,
ELAVL1,-0.4151583154344818,-0.5232637703408788,0.0011228409670486,0.3472222222222222,0.1833616298811545,False,subset-dep,0.0,0,,,False,,-0.0019761594734929,False,0.268789181493645,True,tumor-cell-expressed,not-TME-dominated-weak,2.0849499999999996,0.9738562091503268,5.5333,0.4369846878680801,0.5441696113074205,0.4734982332155477,0.293286219081272,34.0109,0.1702624539280241,False,False,25,0.55,1.0,False,,0,2,0,False,False,False,False,
UBA5,-0.6906754266265946,-0.5228857569883267,0.0006584379260915,0.7222222222222222,0.5186757215619694,False,pan-glioma-dep,0.0,0,,,False,,-0.0170843117590812,False,0.1203285766999078,True,tumor-cell-expressed,not-TME-dominated-weak,0.7628999999999992,0.6928104575163399,4.6713,0.4734982332155477,0.4911660777385159,0.4946996466431095,0.4346289752650176,31.4208,0.119930689689104,False,False,52,0.25,1.0,False,,0,0,0,False,False,False,False,
EGLN1,-0.292897545124349,-0.5203413859882605,0.0029887649290777,0.2777777777777778,0.1179966044142614,False,subset-dep,0.0,0,,,False,,-0.0668437106051282,False,0.130432626934862,True,tumor-cell-expressed,not-TME-dominated-weak,1.1214500000000005,0.8431372549019608,4.5856,0.4935217903415783,0.6607773851590106,0.519434628975265,0.3003533568904594,29.5459,0.1688736901618454,False,False,20,1.0,0.0,True,INHIBITOR,1773,15,5,True,False,True,False,Cytoplasm;Nucleus
SRF,-0.6270098160287308,-0.5178841731674905,0.0024833669131499,0.7083333333333334,0.4617996604414261,False,pan-glioma-dep,0.3004622395571507,1,PTEN_loss,TSG-loss,True,PTEN,-0.0492920478546455,False,0.0630386502527328,True,tumor-cell-expressed,not-TME-dominated-weak,0.3886500000000001,0.4313725490196078,3.8915,0.4028268551236749,0.2791519434628975,0.431095406360424,0.4982332155477031,38.3721,0.110693941271182,False,False,51,0.0,1.0,False,,0,0,0,False,False,False,False,
RPS17,-1.6896297347752385,-0.5171409267754683,0.0125312054157982,0.8333333333333334,0.898981324278438,True,pan-glioma-dep,0.0,0,,,False,,-1.7411002224062828,True,1.268700095480394,True,TME-dominated,TME-dominated,1.2249499999999998,0.9803921568627452,9.9705,0.0824499411071849,0.0247349823321554,0.0494699646643109,0.1731448763250883,263.901,0.2266298224798433,True,True,60,0.6,0.0,False,,0,9,5,True,False,False,False,"Cytoplasm;Nucleus, nucleolus"
CCT3,-2.307448773728765,-0.5170423321506495,0.0002078739591793,1.0,1.0,True,pan-glioma-dep,0.3001326422915397,1,EGFR_amp,oncogene-amp,False,,-0.1464086690190955,False,0.5524374279428198,True,tumor-cell-expressed,not-TME-dominated-weak,1.4738500000000003,0.9869281045751634,7.5109,0.221436984687868,0.215547703180212,0.1519434628975264,0.2968197879858657,122.782,0.1701459052975917,False,False,72,0.25,0.0,False,,2,2,0,False,False,True,False,Cytoplasm
RAC1,-0.913143622077619,-0.5158607770775637,0.0031806869298193,0.8888888888888888,0.797962648556876,True,pan-glioma-dep,0.3058873532380375,1,CDKN2B_del,TSG-loss,True,CDKN2B,-0.1592586355376537,False,1.3301904165143037,True,tumor-cell-expressed,not-TME-dominated-weak,1.391300000000001,0.9738562091503268,8.3449,0.0530035335689046,0.07773851590106,0.028268551236749,0.0530035335689046,351.236,0.3662883362604373,True,True,64,0.6,0.0,False,,5,9,0,False,False,True,True,Cell membrane;Melanosome;Cytoplasm
EXT1,-0.4315980443741389,-0.5152178401433309,0.0023778333838768,0.3333333333333333,0.1782682512733446,False,subset-dep,0.5699949142822083,1,PDGFRA_amp,oncogene-amp,False,,-0.0604560367550144,False,0.031945595606022,True,tumor-cell-expressed,not-TME-dominated-weak,2.2232499999999997,0.9673202614379084,4.0207,0.502944640753828,0.5971731448763251,0.9045936395759716,0.0070671378091873,4.964980000000001,0.7178960946826141,True,False,24,0.25,1.0,False,,0,0,0,False,False,False,False,
LSM6,-1.0125081405200842,-0.5116503113211609,0.0005547988784774,1.0,0.9753820033955858,True,pan-glioma-dep,0.6397874269787748,1,PDGFRA_amp,oncogene-amp,False,,-0.260926524135663,True,0.2110759299690305,True,TME-dominated,TME-dominated,1.3830999999999998,0.9803921568627452,5.2227,0.8091872791519436,0.8303886925795053,0.8197879858657244,0.7773851590106007,9.18566,0.0472821459514664,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
E2F3,-0.3556139523351549,-0.5066988502174111,0.0126195000324661,0.25,0.1256366723259762,False,subset-dep,1.5339048555804256,1,RB1_loss,TSG-loss,True,RB1,-0.0200605687838758,False,0.0699426442166906,True,tumor-cell-expressed,not-TME-dominated-weak,1.5655,0.8104575163398693,2.9052,0.6702002355712603,0.8445229681978799,0.8515901060070672,0.3144876325088339,7.71548,0.1651278286600367,False,False,18,0.0,0.5,False,,0,1,1,False,False,False,False,Nucleus
MZT2A,-0.5053556200600281,-0.5060249136767848,0.0049085790730949,0.4444444444444444,0.264855687606112,False,pan-glioma-dep,0.0,0,,,False,,-0.034479117061038,False,0.4037251679732275,True,tumor-cell-expressed,not-TME-dominated-weak,-0.1202000000000005,0.1437908496732026,6.1849,0.3274440518256772,0.3003533568904594,0.293286219081272,0.3886925795053003,68.5714,0.1294093260645183,False,False,32,0.25,1.0,False,,0,0,0,False,False,False,False,
NELFA,-1.0695681417426903,-0.505998355301756,0.0002975192060415,1.0,0.9125636672325976,True,pan-glioma-dep,0.0,0,,,False,,0.0186322301847736,False,0.0920859762838735,True,tumor-cell-expressed,not-TME-dominated-weak,0.7883499999999999,0.7058823529411765,4.6944,0.431095406360424,0.7173144876325088,0.4876325088339223,0.0883392226148409,32.1468,0.3048307992841146,True,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
PPP1CB,-1.3517562376639978,-0.5046903931756338,0.0013861730957992,1.0,0.9847198641765704,True,pan-glioma-dep,0.6053730381816245,1,PDGFRA_amp,oncogene-amp,False,,0.1694090512481921,False,0.7025663609021248,True,tumor-cell-expressed,confirmed-malignant-enriched,2.0431,0.9803921568627452,7.3511,0.3250883392226149,0.1554770318021201,0.2862190812720848,0.5335689045936396,69.9257,0.1105516614483285,False,False,72,0.0,1.0,False,,0,2,0,False,False,False,False,
KDM8,-0.6318541270452074,-0.5038519159381831,0.0043599073766146,0.6805555555555556,0.4787775891341256,False,pan-glioma-dep,0.0,0,,,False,,-0.0023218307581446,False,0.0054884545958493,True,tumor-cell-expressed,not-TME-dominated-weak,0.1903000000000001,0.1699346405228758,1.8323,0.7349823321554769,0.4452296819787986,0.8621908127208481,0.8975265017667844,7.44928,0.0210076971764052,False,False,49,0.25,1.0,False,,0,0,0,False,False,False,False,
TAF1D,-0.7995307793133102,-0.5031722387325196,0.0006990133946797,0.9027777777777778,0.7886247877758913,True,pan-glioma-dep,0.0,0,,,False,,-0.1112381097533364,False,0.3102979346345695,True,tumor-cell-expressed,not-TME-dominated-weak,-0.5544000000000002,0.0392156862745098,5.6642,0.3144876325088339,0.3392226148409893,0.5724381625441697,0.0318021201413427,26.3908,0.4208488326311825,True,False,65,0.0,1.0,False,,0,0,0,False,False,False,False,
TIMM10,-1.3450306045222675,-0.5029636747107068,0.0009949186157906,0.9861111111111112,0.9244482173174872,True,pan-glioma-dep,0.0,0,,,False,,-0.0377273688626535,False,0.2503622541633572,True,tumor-cell-expressed,not-TME-dominated-weak,1.217950000000001,0.9738562091503268,6.1877,0.4911660777385158,0.3533568904593639,0.3462897526501767,0.773851590106007,48.9501,0.0481874212585705,False,False,71,0.25,1.0,False,,0,0,0,False,False,False,False,
USP36,-0.995183282976843,-0.499287638218823,0.001703966990668,1.0,0.9753820033955858,True,pan-glioma-dep,0.0,0,,,False,,-0.1084417804374338,False,0.0651157418668539,True,tumor-cell-expressed,not-TME-dominated-weak,0.1272999999999999,0.196078431372549,4.0713,0.4063604240282685,0.519434628975265,0.4381625441696113,0.2614840989399293,38.0496,0.1869299797794508,False,False,72,0.45,0.0,False,,30,2,0,False,False,True,False,"Nucleus, nucleolus;Cytoplasm"
PFDN1,-0.7938064325500765,-0.4975041586356462,0.0013861730957992,0.7777777777777778,0.5916808149405772,False,pan-glioma-dep,0.0,0,,,False,,-0.1929602168080423,False,0.2990601281130112,True,tumor-cell-expressed,not-TME-dominated-weak,0.7113500000000004,0.9281045751633988,6.4608,0.2885747938751472,0.2473498233215547,0.2014134275618374,0.4169611307420494,93.2875,0.1242787628920096,False,False,56,0.25,1.0,False,,0,0,0,False,False,False,False,
SKA1,-0.7182148556961647,-0.4973107325104178,0.0105458681109222,0.7361111111111112,0.6188455008488964,True,pan-glioma-dep,0.0,0,,,False,,-0.0129539155438555,False,0.0196297398959368,True,tumor-cell-expressed,not-TME-dominated-weak,5.6564,0.9934640522875816,1.8404,0.9646643109540636,0.9717314487632508,0.950530035335689,0.9717314487632508,1.46468,0.0016697730520024,False,False,53,0.0,1.0,False,,0,0,0,False,False,False,False,
HAUS4,-1.3942561388951933,-0.4960958715945888,0.0066187372707386,1.0,0.9991511035653652,True,pan-glioma-dep,0.3399119433150883,1,RB1_loss,TSG-loss,True,RB1,-0.0332564145089129,False,0.0217797707481553,True,tumor-cell-expressed,not-TME-dominated-weak,1.4572999999999996,0.9411764705882352,4.8763,0.6277974087161367,0.2968197879858657,0.5936395759717314,0.9929328621908128,25.1228,0.0003867561548124,False,False,72,0.0,1.0,False,,0,0,0,False,False,False,False,
MED11,-2.0022724525938447,-0.4914177821665755,0.0006744118846299,1.0,1.0,True,pan-glioma-dep,0.0,0,,,False,,-0.0085723206856313,False,0.115614705623052,True,tumor-cell-expressed,not-TME-dominated-weak,1.3403999999999998,0.9738562091503268,4.9213,0.67962308598351,0.5300353356890459,0.6183745583038869,0.8904593639575972,23.5019,0.022899777438376,False,False,72,0.25,1.0,False,,0,0,0,False,False,False,False,
CCDC59,-0.687099852974783,-0.4903195366283402,0.0012622507193265,0.875,0.767402376910017,True,pan-glioma-dep,0.0,0,,,False,,-0.115962008481654,False,0.2350728582286446,True,tumor-cell-expressed,not-TME-dominated-weak,1.2568500000000005,0.9673202614379084,5.2079,0.5700824499411072,0.607773851590106,0.6643109540636043,0.4381625441696113,20.1413,0.1197857324391044,False,False,63,0.0,1.0,False,,0,0,0,False,False,False,False,
CSH2,-0.5210601160432863,-0.4900261587989363,0.0066796059528092,0.3888888888888889,0.2716468590831918,False,pan-glioma-dep,0.0,0,,,False,,,,,False,tumor-cell-expressed,not-measured,0.0,0.0392156862745098,-9.9658,0.9835100117785628,0.9929328621908128,0.9823321554770318,0.9752650176678446,0.166116,0.0013824130976105,False,False,28,0.0,1.0,False,,0,0,0,False,False,False,False,
