gene,rank_full,expert_composite,novelty_tier,novelty_corrected,is_dependency_poscontrol,f_dep_selectivity,f_dep_breadth,f_pan_ess_penalty,f_sl_strength,f_sl_breadth,f_sc_specificity,f_sc_tme_penalty,f_tumor_enrichment,f_tumor_prevalence,f_safety,f_tractability,f_novelty,cat_dependency,cat_selectivity,cat_synthetic_lethality,cat_tumor_specificity,cat_tumor_enrichment,cat_therapeutic_window,cat_tractability
FOXK1,73,0.48501859563525046,novel,1.0,False,0.5123674911660777,0.2777777777777778,0.8378607809847198,0.2841965377037721,0.25,0.8093525179856115,1.0,0.2508833922261484,0.673202614379085,0.6289752650176678,0.0,1.0,0.3950726344719277,0.8378607809847198,0.267098268851886,0.9046762589928056,0.4620430033026167,0.6289752650176678,0.0
CCNK,74,0.4840385126263291,novel,1.0,False,0.3886925795053003,1.0,0.0016977928692699,0.0,0.0,0.4460431654676259,1.0,0.5795053003533569,0.8562091503267973,0.7608951707891638,0.6,0.0,0.6943462897526502,0.0016977928692699,0.0,0.7230215827338129,0.7178572253400771,0.7608951707891638,0.6
AK6,75,0.48352464372268256,novel,1.0,False,0.0812720848056537,1.0,0.099320882852292,0.2233919430922808,0.25,0.8309352517985612,1.0,0.254416961130742,0.7908496732026143,0.6183745583038869,0.6,1.0,0.5406360424028268,0.099320882852292,0.2366959715461404,0.9154676258992808,0.5226333171666782,0.6183745583038869,0.6
SPOUT1,76,0.48336318865769273,novel,1.0,False,0.9151943462897526,1.0,0.0016977928692699,0.0,0.0,0.7877697841726619,1.0,0.5653710247349824,0.9084967320261438,0.5276796230859836,0.25,1.0,0.9575971731448762,0.0016977928692699,0.0,0.8938848920863309,0.736933878380563,0.5276796230859836,0.25
PES1,77,0.48274494526549966,novel,1.0,False,0.7632508833922261,0.9861111111111112,0.0144312393887944,0.0,0.0,0.8237410071942446,1.0,0.6537102473498233,0.954248366013072,0.6136631330977621,0.25,1.0,0.8746809972516687,0.0144312393887944,0.0,0.9118705035971224,0.8039793066814476,0.6136631330977621,0.25
OSBP,78,0.4827263329365424,novel,1.0,False,0.215547703180212,0.5138888888888888,0.632427843803056,0.0,0.0,0.6258992805755396,1.0,0.4487632508833922,0.7777777777777778,0.441696113074205,0.6,1.0,0.3647182960345504,0.632427843803056,0.0,0.8129496402877698,0.613270514330585,0.441696113074205,0.6
ACTL6A,79,0.4814031783812881,novel,1.0,False,0.734982332155477,1.0,0.00339558573854,0.0,0.0,0.3776978417266187,1.0,0.9469964664310954,0.9934640522875816,0.740871613663133,0.25,0.0,0.8674911660777385,0.00339558573854,0.0,0.6888489208633093,0.9702302593593384,0.740871613663133,0.25
SYS1,80,0.4812123820181567,novel,1.0,False,0.8445229681978799,1.0,0.1052631578947368,0.0,0.0,0.420863309352518,1.0,0.8303886925795053,0.9934640522875816,0.8244994110718492,0.0,1.0,0.92226148409894,0.1052631578947368,0.0,0.710431654676259,0.9119263724335436,0.8244994110718492,0.0
SEPSECS,81,0.4807842489407574,novel,1.0,False,0.2438162544169611,0.625,0.5390492359932089,0.0,0.0,0.5719424460431655,1.0,0.5618374558303887,0.8627450980392157,0.8598351001177855,0.25,1.0,0.4344081272084805,0.5390492359932089,0.0,0.7859712230215827,0.7122912769348022,0.8598351001177855,0.25
KDM8,82,0.48066745063901467,novel,1.0,False,0.6289752650176679,0.6805555555555556,0.5212224108658744,0.0,0.0,0.6834532374100719,1.0,0.0848056537102473,0.1699346405228758,0.7349823321554769,0.25,1.0,0.6547654102866117,0.5212224108658744,0.0,0.841726618705036,0.1273701471165615,0.7349823321554769,0.25
WWTR1,83,0.47873217421908293,novel,1.0,False,0.5512367491166078,0.4027777777777778,0.7512733446519525,0.2452298446894919,0.5,0.1007194244604316,0.0,0.9540636042402828,0.9673202614379084,0.5959952885747939,0.25,1.0,0.4770072634471928,0.7512733446519525,0.3726149223447459,0.0503597122302158,0.9606919328390956,0.5959952885747939,0.25
EEFSEC,84,0.4785837055640532,novel,1.0,False,0.3674911660777385,0.6111111111111112,0.5475382003395586,0.0,0.0,0.697841726618705,1.0,0.7031802120141343,0.9411764705882352,0.597173144876325,0.25,1.0,0.4893011385944248,0.5475382003395586,0.0,0.8489208633093526,0.8221783413011847,0.597173144876325,0.25
TUBB,85,0.478393756405058,approved_sm_drug,0.0,False,0.4028268551236749,1.0,0.0356536502546688,0.4048558189006534,0.25,0.5,0.5,0.911660777385159,0.9803921568627452,0.1260306242638398,0.8,0.0,0.7014134275618374,0.0356536502546688,0.3274279094503267,0.5,0.946026467123952,0.1260306242638398,0.8
RAC1,86,0.47533195995717276,novel,1.0,False,0.6537102473498233,0.8888888888888888,0.2020373514431239,0.1994174228767862,0.25,0.2194244604316546,1.0,0.6678445229681979,0.9738562091503268,0.0530035335689046,0.6,0.0,0.7712995681193561,0.2020373514431239,0.2247087114383931,0.6097122302158273,0.8208503660592623,0.0530035335689046,0.6
RABGGTB,87,0.47483382465807217,novel,1.0,False,0.7526501766784452,1.0,0.0059422750424448,0.0,0.0,0.3273381294964029,1.0,0.1590106007067137,0.5686274509803921,0.574793875147232,0.6,1.0,0.8763250883392226,0.0059422750424448,0.0,0.6636690647482014,0.3638190258435529,0.574793875147232,0.6
UFC1,88,0.47460638826086354,novel,1.0,False,0.5335689045936396,0.3611111111111111,0.7707979626485569,0.0,0.0,0.4064748201438849,1.0,0.3674911660777385,0.9738562091503268,0.4016489988221437,0.35,1.0,0.4473400078523754,0.7707979626485569,0.0,0.7032374100719425,0.6706736876140327,0.4016489988221437,0.35
NUP35,89,0.4720784757798835,novel,1.0,False,0.431095406360424,0.5972222222222222,0.5984719864176571,0.0,0.0,0.381294964028777,1.0,0.8515901060070671,0.9869281045751634,0.8386336866902239,0.0,1.0,0.5141588142913232,0.5984719864176571,0.0,0.6906474820143885,0.9192591052911152,0.8386336866902239,0.0
UBA5,90,0.47057218918290417,novel,1.0,False,0.6713780918727915,0.7222222222222222,0.4813242784380306,0.0,0.0,0.5611510791366906,1.0,0.2791519434628975,0.6928104575163399,0.4734982332155477,0.25,1.0,0.6968001570475069,0.4813242784380306,0.0,0.7805755395683454,0.4859812004896187,0.4734982332155477,0.25
KLF16,91,0.4691113086305318,novel,1.0,False,0.8798586572438163,0.4583333333333333,0.7809847198641766,0.0,0.0,0.5899280575539568,1.0,0.03886925795053,0.0522875816993464,0.6442873969375736,0.0,1.0,0.6690959952885748,0.7809847198641766,0.0,0.7949640287769784,0.0455784198249382,0.6442873969375736,0.0
POLR1H,92,0.4685733901262466,novel,1.0,False,0.9081272084805654,0.9861111111111112,0.064516129032258,0.0,0.0,0.2589928057553957,1.0,0.8798586572438163,0.9934640522875816,0.4570082449941107,0.25,1.0,0.9471191597958384,0.064516129032258,0.0,0.6294964028776978,0.936661354765699,0.4570082449941107,0.25
CCT4,93,0.4673033794614745,novel,1.0,False,0.7915194346289752,1.0,0.0,0.2446913245957829,0.25,0.841726618705036,1.0,0.6183745583038869,0.9869281045751634,0.209658421672556,0.25,1.0,0.8957597173144876,0.0,0.2473456622978914,0.920863309352518,0.8026513314395252,0.209658421672556,0.25
PNO1,94,0.4671594533106966,novel,1.0,False,0.3639575971731448,1.0,0.0042444821731747,0.0,0.0,0.8705035971223022,1.0,0.8621908127208481,0.9869281045751634,0.7926972909305064,0.25,1.0,0.6819787985865724,0.0042444821731747,0.0,0.935251798561151,0.9245594586480056,0.7926972909305064,0.25
GRB2,95,0.46632739742909834,has_sm_chemistry,0.5,False,0.6855123674911661,0.9305555555555556,0.2852292020373514,0.297921909513224,0.25,0.079136690647482,0.0,0.2296819787985865,0.7516339869281046,0.1790341578327443,0.8,0.0,0.8080339615233608,0.2852292020373514,0.273960954756612,0.039568345323741,0.4906579828633455,0.1790341578327443,0.8
RPL26L1,96,0.4658504174309682,novel,1.0,False,0.3321554770318021,0.4583333333333333,0.6782682512733447,0.2024364908998291,0.25,0.316546762589928,1.0,0.8586572438162544,0.9934640522875816,0.7043580683156655,0.0,1.0,0.3952444051825677,0.6782682512733447,0.2262182454499145,0.658273381294964,0.926060648051918,0.7043580683156655,0.0
CCT6A,97,0.4640142022471538,novel,1.0,False,0.8939929328621908,1.0,0.0016977928692699,0.0,0.0,0.9964028776978416,1.0,0.833922261484099,0.9869281045751634,0.1908127208480565,0.25,1.0,0.9469964664310956,0.0016977928692699,0.0,0.9982014388489208,0.9104251830296312,0.1908127208480565,0.25
BARD1,98,0.4628733390929184,novel,1.0,False,0.3003533568904594,0.9166666666666666,0.2028862478777588,0.0,0.0,0.9568345323741008,1.0,0.9575971731448764,1.0,0.8680800942285041,0.0,0.0,0.608510011778563,0.2028862478777588,0.0,0.9784172661870504,0.9787985865724382,0.8680800942285041,0.0
HAUS2,99,0.46166928124471174,novel,1.0,False,0.7809187279151943,0.9861111111111112,0.0560271646859084,0.0,0.0,0.5935251798561151,1.0,0.696113074204947,0.954248366013072,0.7844522968197879,0.0,1.0,0.8835149195131528,0.0560271646859084,0.0,0.7967625899280575,0.8251807201090094,0.7844522968197879,0.0
GOLT1B,100,0.461652648899475,novel,1.0,False,0.872791519434629,0.3888888888888889,0.8123938879456707,0.0,0.0,0.4568345323741007,1.0,0.4063604240282685,0.8235294117647058,0.3404004711425206,0.0,1.0,0.6308402041617589,0.8123938879456707,0.0,0.7284172661870504,0.6149449178964872,0.3404004711425206,0.0
PPP2R1A,101,0.4615638944216287,novel,1.0,False,0.7279151943462897,0.9722222222222222,0.2207130730050933,0.2288698720673794,0.25,0.9784172661870504,1.0,0.1766784452296819,0.5620915032679739,0.1201413427561837,0.25,1.0,0.850068708284256,0.2207130730050933,0.2394349360336897,0.9892086330935252,0.3693849742488279,0.1201413427561837,0.25
ODR4,102,0.4604363748974014,novel,1.0,False,0.6819787985865724,0.2777777777777778,0.8446519524617997,0.0,0.0,0.6115107913669064,1.0,0.2579505300353357,0.6143790849673203,0.6171967020023558,0.0,1.0,0.4798782881821751,0.8446519524617997,0.0,0.8057553956834532,0.436164807501328,0.6171967020023558,0.0
MED11,103,0.4594388326379013,novel,1.0,False,0.6042402826855123,1.0,0.0,0.0,0.0,0.6187050359712231,1.0,0.6360424028268551,0.9738562091503268,0.67962308598351,0.25,1.0,0.8021201413427561,0.0,0.0,0.8093525179856116,0.8049493059885909,0.67962308598351,0.25
TM2D2,104,0.45772906482458087,novel,1.0,False,0.3286219081272085,0.2222222222222222,0.866723259762309,0.0,0.0,0.6618705035971223,1.0,0.7968197879858657,0.9934640522875816,0.6796230859835101,0.0,1.0,0.2754220651747153,0.866723259762309,0.0,0.8309352517985611,0.8951419201367237,0.6796230859835101,0.0
POP7,105,0.4576210034510082,novel,1.0,False,0.8409893992932862,0.9583333333333334,0.1757215619694397,0.0,0.0,0.9856115107913668,1.0,0.4664310954063604,0.8888888888888888,0.4452296819787986,0.0,1.0,0.8996613663133097,0.1757215619694397,0.0,0.9928057553956836,0.6776599921476246,0.4452296819787986,0.0
MTOR,106,0.4560100099054667,approved_sm_drug,0.0,False,0.0742049469964664,1.0,0.0135823429541596,0.0,0.0,0.5575539568345323,1.0,0.1166077738515901,0.3594771241830065,0.519434628975265,1.0,0.0,0.5371024734982333,0.0135823429541596,0.0,0.7787769784172662,0.2380424490172983,0.519434628975265,1.0
PRKRA,107,0.455551253440408,novel,1.0,False,0.8021201413427562,0.7638888888888888,0.433786078098472,0.0,0.0,0.7949640287769785,1.0,0.3780918727915194,0.9084967320261438,0.3816254416961131,0.0,1.0,0.7830045151158225,0.433786078098472,0.0,0.8974820143884892,0.6432943024088316,0.3816254416961131,0.0
ARMC5,108,0.45538145216505055,novel,1.0,False,0.5406360424028268,0.4027777777777778,0.7733446519524618,0.0,0.0,0.7266187050359713,1.0,0.1378091872791519,0.3594771241830065,0.7550058892815077,0.0,1.0,0.4717069100903023,0.7733446519524618,0.0,0.8633093525179856,0.2486431557310792,0.7550058892815077,0.0
FXN,109,0.4550794759909089,novel,1.0,False,0.1554770318021201,0.8333333333333334,0.3149405772495756,0.0,0.0,0.6294964028776978,1.0,0.607773851590106,0.9673202614379084,0.7915194346289752,0.25,0.0,0.4944051825677267,0.3149405772495756,0.0,0.814748201438849,0.7875470565140072,0.7915194346289752,0.25
ELAC2,110,0.454824918681828,novel,1.0,False,0.6925795053003534,1.0,0.0543293718166384,0.0,0.0,0.802158273381295,1.0,0.392226148409894,0.8169934640522876,0.5041224970553593,0.25,1.0,0.8462897526501767,0.0543293718166384,0.0,0.9010791366906474,0.6046098062310907,0.5041224970553593,0.25
EIF3B,111,0.454035849682341,novel,1.0,False,0.784452296819788,1.0,0.0,0.0,0.0,0.9820143884892086,1.0,0.7526501766784452,0.9477124183006536,0.2614840989399293,0.25,1.0,0.892226148409894,0.0,0.0,0.9910071942446044,0.8501812974895494,0.2614840989399293,0.25
POLE2,112,0.4523596124517272,approved_sm_drug,0.0,False,0.1943462897526501,1.0,0.0042444821731747,0.0,0.0,0.5683453237410072,1.0,0.9681978798586572,0.9934640522875816,0.944640753828033,0.25,0.0,0.5971731448763251,0.0042444821731747,0.0,0.7841726618705036,0.9808309660731194,0.944640753828033,0.25
TIMM22,113,0.4523132062223293,novel,1.0,False,0.1236749116607773,0.7222222222222222,0.397283531409168,0.0,0.0,0.8884892086330936,1.0,0.431095406360424,0.8496732026143791,0.7550058892815077,0.25,1.0,0.4229485669414998,0.397283531409168,0.0,0.9442446043165468,0.6403843044874016,0.7550058892815077,0.25
EPRS1,114,0.45229291132777805,novel,1.0,False,0.5795053003533569,1.0,0.0,0.2519411732965824,0.25,0.7805755395683454,1.0,0.4169611307420495,0.8431372549019608,0.4216725559481744,0.25,1.0,0.7897526501766785,0.0,0.2509705866482912,0.8902877697841727,0.6300491928220051,0.4216725559481744,0.25
AASDHPPT,115,0.4517563475418404,novel,1.0,False,0.392226148409894,0.2777777777777778,0.8497453310696095,0.1999442366882254,0.25,0.6474820143884892,1.0,0.1519434628975265,0.3856209150326797,0.3498233215547703,0.25,1.0,0.3350019630938359,0.8497453310696095,0.2249721183441127,0.8237410071942446,0.2687821889651031,0.3498233215547703,0.25
PPP1CB,116,0.4507333476439097,novel,1.0,False,0.6325088339222615,1.0,0.0152801358234295,0.3946614002682408,0.25,0.9892086330935252,1.0,0.8763250883392226,0.9803921568627452,0.3250883392226149,0.0,1.0,0.8162544169611308,0.0152801358234295,0.3223307001341204,0.9946043165467626,0.928358622600984,0.3250883392226149,0.0
WDHD1,117,0.4505513674314113,novel,1.0,False,0.0459363957597173,1.0,0.0042444821731747,0.2685248864368145,0.25,0.5503597122302158,1.0,0.8904593639575972,0.9019607843137256,0.8763250883392226,0.25,1.0,0.5229681978798587,0.0042444821731747,0.2592624432184073,0.775179856115108,0.8962100741356613,0.8763250883392226,0.25
VCP,118,0.44884563228652163,has_sm_chemistry,0.5,False,0.1378091872791519,1.0,0.0,0.0,0.0,0.3920863309352518,1.0,0.5865724381625441,0.8627450980392157,0.2084805653710247,1.0,0.0,0.568904593639576,0.0,0.0,0.6960431654676259,0.7246587681008799,0.2084805653710247,1.0
PFDN4,119,0.4485208674436364,novel,1.0,False,0.5830388692579506,0.25,0.8522920203735145,0.4457902960104493,0.25,0.1546762589928057,0.0,0.2084805653710247,0.6601307189542484,0.6207302709069493,0.25,0.0,0.4165194346289753,0.8522920203735145,0.3478951480052247,0.0773381294964028,0.4343056421626365,0.6207302709069493,0.25
PSTK,120,0.44725827391341016,novel,1.0,False,0.4522968197879858,0.625,0.5534804753820034,0.2896386242806837,0.25,0.5467625899280576,1.0,0.0424028268551236,0.2156862745098039,0.7656065959952886,0.0,1.0,0.538648409893993,0.5534804753820034,0.2698193121403418,0.7733812949640289,0.1290445506824638,0.7656065959952886,0.0
SNAPC1,121,0.44703501640778376,novel,1.0,False,0.2756183745583039,1.0,0.0025466893039047,0.0,0.0,0.7086330935251799,1.0,0.7597173144876325,0.9673202614379084,0.8256772673733804,0.25,1.0,0.6378091872791519,0.0025466893039047,0.0,0.85431654676259,0.8635187879627704,0.8256772673733804,0.25
C19orf25,122,0.4468138154023471,novel,1.0,False,0.3498233215547703,0.2638888888888889,0.8811544991511036,0.0,0.0,0.8848920863309353,1.0,0.1978798586572438,0.6928104575163399,0.6643109540636042,0.0,1.0,0.3068561052218296,0.8811544991511036,0.0,0.9424460431654677,0.4453451580867918,0.6643109540636042,0.0
KRTAP21-1,123,0.44627951821250356,novel,1.0,False,0.8162544169611308,0.2083333333333333,0.9235993208828523,0.0,0.0,0.5,0.5,0.0494699646643109,0.0261437908496732,0.8286219081272085,0.0,1.0,0.512293875147232,0.9235993208828523,0.0,0.5,0.037806877756992,0.8286219081272085,0.0
FARSA,124,0.4453471861082404,novel,1.0,False,0.2720848056537102,0.9861111111111112,0.0424448217317487,0.0,0.0,0.9640287769784172,1.0,0.3568904593639576,0.7581699346405228,0.3639575971731448,0.6,1.0,0.6290979583824107,0.0424448217317487,0.0,0.9820143884892086,0.5575301970022402,0.3639575971731448,0.6
DPH3,125,0.44506989215943105,novel,1.0,False,0.7455830388692579,0.9722222222222222,0.0509337860780984,0.0,0.0,0.5,1.0,0.6855123674911661,0.9738562091503268,0.7432273262661956,0.0,1.0,0.8589026305457401,0.0509337860780984,0.0,0.75,0.8296842883207465,0.7432273262661956,0.0
LSM6,126,0.44503067969242355,novel,1.0,False,0.6466431095406361,1.0,0.0246179966044142,0.4170972043351938,0.25,0.1510791366906475,0.0,0.6643109540636042,0.9803921568627452,0.8091872791519436,0.25,1.0,0.8233215547703181,0.0246179966044142,0.3335486021675969,0.0755395683453237,0.8223515554631746,0.8091872791519436,0.25
PDCD5,127,0.4424916672311555,novel,1.0,False,0.7561837455830389,0.5694444444444444,0.6069609507640068,0.0,0.0,0.9928057553956836,1.0,0.1908127208480565,0.7450980392156863,0.2650176678445229,0.0,1.0,0.6628140950137417,0.6069609507640068,0.0,0.9964028776978416,0.4679553800318714,0.2650176678445229,0.0
NELFA,128,0.4414458331364995,novel,1.0,False,0.6360424028268551,1.0,0.0874363327674023,0.0,0.0,0.8669064748201439,1.0,0.293286219081272,0.7058823529411765,0.431095406360424,0.25,1.0,0.8180212014134276,0.0874363327674023,0.0,0.933453237410072,0.4995842860112243,0.431095406360424,0.25
MSTO1,129,0.4404799848259297,novel,1.0,False,0.127208480565371,0.9305555555555556,0.2071307300509337,0.4556980061968257,0.25,0.8057553956834532,1.0,0.2862190812720848,0.6601307189542484,0.8457008244994112,0.0,1.0,0.5288820180604633,0.2071307300509337,0.3528490030984128,0.9028776978417266,0.4731749001131665,0.8457008244994112,0.0
FAM50A,130,0.44047309082996344,novel,1.0,False,0.8551236749116607,0.6805555555555556,0.5891341256366724,0.0,0.0,0.237410071942446,1.0,0.1731448763250883,0.4640522875816993,0.1648998822143698,0.25,1.0,0.7678396152336082,0.5891341256366724,0.0,0.6187050359712231,0.3185985819533938,0.1648998822143698,0.25
SETD5,131,0.4402853488691984,novel,1.0,False,0.7773851590106007,0.2916666666666667,0.8378607809847198,0.0,0.0,0.9712230215827338,1.0,0.3003533568904594,0.5490196078431373,0.1919905771495877,0.0,1.0,0.5345259128386337,0.8378607809847198,0.0,0.9856115107913668,0.4246864823667983,0.1919905771495877,0.0
RAB1A,132,0.4393279334366122,novel,1.0,False,0.7031802120141343,0.25,0.8718166383701189,0.0,0.0,0.2086330935251798,1.0,0.4028268551236749,0.9477124183006536,0.1189634864546525,0.25,1.0,0.4765901060070671,0.8718166383701189,0.0,0.60431654676259,0.6752696367121642,0.1189634864546525,0.25
NUBP2,133,0.43797430401105675,novel,1.0,False,0.4240282685512367,0.9166666666666666,0.2920203735144312,0.0,0.0,0.960431654676259,1.0,0.5371024734982333,0.9477124183006536,0.5394581861012956,0.0,1.0,0.6703474676089517,0.2920203735144312,0.0,0.9802158273381296,0.7424074458994434,0.5394581861012956,0.0
NOLC1,134,0.437808717904902,novel,1.0,False,0.9434628975265018,0.75,0.5662139219015281,0.0,0.0,0.3741007194244604,1.0,0.1342756183745583,0.3986928104575163,0.32037691401649,0.0,1.0,0.8467314487632509,0.5662139219015281,0.0,0.6870503597122302,0.2664842144160373,0.32037691401649,0.0
TIMM10,135,0.43769498635837045,novel,1.0,False,0.6219081272084805,0.9861111111111112,0.0755517826825128,0.0,0.0,0.4352517985611511,1.0,0.5477031802120141,0.9738562091503268,0.4911660777385158,0.25,1.0,0.8040096191597959,0.0755517826825128,0.0,0.7176258992805755,0.7607796946811705,0.4911660777385158,0.25
POLR1E,136,0.4376304833326909,novel,1.0,False,0.0883392226148409,0.8611111111111112,0.2597623089983022,0.0,0.0,0.60431654676259,1.0,0.6325088339222615,0.934640522875817,0.7820965842167255,0.25,1.0,0.474725166862976,0.2597623089983022,0.0,0.802158273381295,0.7835746783990393,0.7820965842167255,0.25
BCCIP,137,0.43759050719553216,novel,1.0,False,0.911660777385159,0.875,0.3005093378607809,0.0,0.0,0.3884892086330935,1.0,0.1696113074204947,0.6666666666666666,0.5288574793875147,0.0,1.0,0.8933303886925795,0.3005093378607809,0.0,0.6942446043165468,0.4181389870435806,0.5288574793875147,0.0
PPRC1,138,0.43758807452222387,novel,1.0,False,0.5653710247349824,0.6388888888888888,0.5398981324278438,0.0,0.0,0.579136690647482,1.0,0.2261484098939929,0.5228758169934641,0.690223792697291,0.0,1.0,0.6021299568119356,0.5398981324278438,0.0,0.789568345323741,0.3745121134437285,0.690223792697291,0.0
NHLRC2,139,0.43648879686586545,novel,1.0,False,0.901060070671378,0.7777777777777778,0.4159592529711375,0.0,0.0,0.4316546762589928,1.0,0.1095406360424028,0.2418300653594771,0.5759717314487632,0.0,1.0,0.839418924224578,0.4159592529711375,0.0,0.7158273381294964,0.1756853507009399,0.5759717314487632,0.0
NUP54,140,0.4364819208298042,novel,1.0,False,0.4911660777385159,0.9027777777777778,0.2020373514431239,0.2107938982489581,0.25,0.7014388489208633,1.0,0.6501766784452296,0.9477124183006536,0.464075382803298,0.0,1.0,0.6969719277581469,0.2020373514431239,0.230396949124479,0.8507194244604317,0.7989445483729416,0.464075382803298,0.0
HJV,141,0.43601801547471375,novel,1.0,False,0.4946996466431095,0.4166666666666667,0.7402376910016978,0.2216915309456645,0.25,0.7158273381294964,1.0,0.0106007067137809,0.0196078431372549,0.5806831566548881,0.0,1.0,0.4556831566548881,0.7402376910016978,0.2358457654728322,0.8579136690647482,0.0151042749255179,0.5806831566548881,0.0
HAUS4,142,0.43506337406784396,novel,1.0,False,0.607773851590106,1.0,0.0008488964346348,0.2215991051064679,0.25,0.4712230215827338,1.0,0.6996466431095406,0.9411764705882352,0.6277974087161367,0.0,1.0,0.8038869257950529,0.0008488964346348,0.2357995525532339,0.7356115107913669,0.8204115568488879,0.6277974087161367,0.0
NELFCD,143,0.43451434353912755,novel,1.0,False,0.3462897526501767,0.8611111111111112,0.265704584040747,0.0,0.0,0.9676258992805756,1.0,0.5123674911660777,0.9215686274509804,0.3616018845700825,0.25,0.0,0.6037004318806439,0.265704584040747,0.0,0.9838129496402878,0.716968059308529,0.3616018845700825,0.25
RRP15,144,0.4337944290623035,novel,1.0,False,0.2862190812720848,1.0,0.0237691001697791,0.0,0.0,0.5143884892086331,1.0,0.9151943462897526,0.9607843137254902,0.7184923439340399,0.25,1.0,0.6431095406360424,0.0237691001697791,0.0,0.7571942446043165,0.9379893300076214,0.7184923439340399,0.25
PSMG4,145,0.4332062509773159,novel,1.0,False,0.8657243816254417,0.9861111111111112,0.0577249575551783,0.0,0.0,0.8920863309352518,1.0,0.0600706713780918,0.1699346405228758,0.7373380447585394,0.0,1.0,0.9259177463682764,0.0577249575551783,0.0,0.946043165467626,0.1150026559504838,0.7373380447585394,0.0
SRF,146,0.43240483641889776,novel,1.0,False,0.6643109540636042,0.7083333333333334,0.5382003395585739,0.1958806235367555,0.25,0.3848920863309352,1.0,0.127208480565371,0.4313725490196078,0.4028268551236749,0.0,1.0,0.6863221436984688,0.5382003395585739,0.2229403117683777,0.6924460431654677,0.2792905147924894,0.4028268551236749,0.0
TMED2,147,0.43208375081907663,novel,1.0,False,0.7208480565371025,0.7361111111111112,0.4049235993208828,0.0,0.0,0.2338129496402877,1.0,0.9257950530035336,0.9934640522875816,0.4110718492343934,0.0,1.0,0.7284795838241068,0.4049235993208828,0.0,0.6169064748201438,0.9596295526455576,0.4110718492343934,0.0
ORC4,148,0.43172466705711643,novel,1.0,False,0.0918727915194346,0.6666666666666666,0.465195246179966,0.0,0.0,0.8489208633093526,1.0,0.568904593639576,0.8104575163398693,0.558303886925795,0.25,1.0,0.3792697290930506,0.465195246179966,0.0,0.9244604316546764,0.6896810549897227,0.558303886925795,0.25
INTS9,149,0.4313848376713304,novel,1.0,False,0.5865724381625441,1.0,0.0,0.0,0.0,0.7122302158273381,1.0,0.6890459363957597,0.9738562091503268,0.7385159010600706,0.0,1.0,0.7932862190812721,0.0,0.0,0.8561151079136691,0.8314510727730433,0.7385159010600706,0.0
NOB1,150,0.4312934175324446,novel,1.0,False,0.4982332155477031,1.0,0.0152801358234295,0.0,0.0,0.4748201438848921,1.0,0.5265017667844523,0.9477124183006536,0.6336866902237928,0.25,1.0,0.7491166077738516,0.0152801358234295,0.0,0.737410071942446,0.7371070925425529,0.6336866902237928,0.25
TCP1,151,0.4307456001525946,novel,1.0,False,0.8692579505300353,1.0,0.0,0.0,0.0,0.8633093525179856,1.0,0.2826855123674912,0.6601307189542484,0.2579505300353357,0.25,1.0,0.9346289752650176,0.0,0.0,0.9316546762589928,0.4714081156608697,0.2579505300353357,0.25
PPAN,152,0.42938087272847697,novel,1.0,False,0.7420494699646644,1.0,0.0093378607809847,0.0,0.0,0.4928057553956834,1.0,0.3215547703180212,0.6601307189542484,0.5182567726737338,0.25,1.0,0.8710247349823321,0.0093378607809847,0.0,0.7464028776978417,0.4908427446361347,0.5182567726737338,0.25
LONP1,153,0.4293581287911482,novel,1.0,False,0.1837455830388692,0.9861111111111112,0.0415959252971137,0.0,0.0,0.9532374100719424,1.0,0.2367491166077738,0.7254901960784313,0.3698468786808009,0.6,1.0,0.5849283470749902,0.0415959252971137,0.0,0.9766187050359711,0.4811196563431026,0.3698468786808009,0.6
RINT1,154,0.42850559343905614,novel,1.0,False,0.5547703180212014,1.0,0.0084889643463496,0.0,0.0,0.8992805755395683,1.0,0.657243816254417,0.9411764705882352,0.6666666666666666,0.0,1.0,0.7773851590106007,0.0084889643463496,0.0,0.9496402877697842,0.7992101434213261,0.6666666666666666,0.0
MZT2A,155,0.42817120734179154,novel,1.0,False,0.6395759717314488,0.4444444444444444,0.735144312393888,0.0,0.0,0.460431654676259,1.0,0.0318021201413427,0.1437908496732026,0.3274440518256772,0.25,1.0,0.5420102080879465,0.735144312393888,0.0,0.7302158273381295,0.0877964849072726,0.3274440518256772,0.25
HAUS3,156,0.4264779783133914,novel,1.0,False,0.8515901060070671,1.0,0.0118845500848896,0.0,0.0,0.3705035971223021,1.0,0.3886925795053003,0.7254901960784313,0.7314487632508834,0.0,1.0,0.9257950530035336,0.0118845500848896,0.0,0.685251798561151,0.5570913877918658,0.7314487632508834,0.0
NCKAP1,157,0.4262385588849541,novel,1.0,False,0.07773851590106,0.5555555555555556,0.5738539898132429,0.0,0.0,0.3057553956834532,1.0,0.3144876325088339,0.6339869281045751,0.3828032979976443,0.6,1.0,0.3166470357283078,0.5738539898132429,0.0,0.6528776978417266,0.4742372803067045,0.3828032979976443,0.6
RSAD1,158,0.425881965697547,novel,1.0,False,0.7314487632508834,0.3888888888888889,0.7869269949066214,0.0,0.0,0.89568345323741,1.0,0.0671378091872791,0.1111111111111111,0.3274440518256773,0.0,1.0,0.5601688260698862,0.7869269949066214,0.0,0.947841726618705,0.0891244601491951,0.3274440518256773,0.0
